Composition,
Database of Origin,Unknown
Date Added,2021-03-20 18:08:47.092235
Formula,
Grain Size,
Locality,
Material Class,
Maximum Reflectance,2560.0
Minimum Reflectance,395.1
Other Information,
References,
Resolution,
Sample Description,
Sample ID,Phyllo_Saponite_SapCa-1_USGS
Sample Name,Phyllo_Saponite_SapCa-1_USGS
Sample Type,
Viewing Geometry,
filter,wavelength,solar_illuminated_response,response
L7,432.0,0.5390852216,0.5288520616
R1,436.0,0.54507475,0.5366359955
L6,482.0,0.6532834324,0.656455149
L5,535.0,0.7708148482,0.763392542
L4,601.0,0.7967834266,0.7960488349
L3,673.0,0.8238692553,0.824484614
L1,739.0,0.806771255,0.8121448701
L2,753.0,0.8504227671,0.8502481851
R2,754.0,0.8503634439,0.8502980577
R3,803.0,0.8541647982,0.8475512956
R4,864.0,0.844076631,0.8307797455
R5,904.0,0.8206604916,0.8196902421
R6,934.0,0.8042217716,0.8039007462
R7,1009.0,0.7966560289,0.7961405429
filter,wavelength,solar_illuminated_response,response
p0,440.0,0.5542988692,0.5451065548
p5,670.0,0.8219497632,0.8233042482
p6,800.0,0.8531663837,0.8476753563
p7,860.0,0.8543713791,0.831941185
p8,900.0,0.8209436234,0.820272474
p9,930.0,0.8067457815,0.8055745983
p11,965.0,0.7885913434,0.7866468526
p10,1000.0,0.7953665327,0.7954604251
filter,wavelength,solar_illuminated_response,response
coastal_aerosol,443.0,0.5585663034,0.5554987356
blue,482.0,0.6552872643,0.6542348419
green,561.0,0.7816055838,0.7801134918
pan,589.0,0.7867323077,0.7868057274
red,655.0,0.8145373574,0.8146813178
nir,865.0,0.8426679174,0.8304143622
cirrus,1373.0,0.6341809747,0.633086595
swir1,1609.0,0.7153224907,0.7152003983
swir2,2200.0,0.4513592699,0.4499524877
