Composition,
Database of Origin,Unknown
Date Added,2021-03-20 18:08:46.488303
Formula,
Grain Size,
Locality,
Material Class,
Maximum Reflectance,2560.0
Minimum Reflectance,395.1
Other Information,
References,
Resolution,
Sample Description,
Sample ID,HydSil_Pumpellyite-purityUnknown_LAZE02_RELAB
Sample Name,HydSil_Pumpellyite-purityUnknown_LAZE02_RELAB
Sample Type,
Viewing Geometry,
Wavelength,Response
395.1,0.403417
397.1,0.407736
399.1,0.412055
401.1,0.415874
403.1,0.419284
405.1,0.422648
407.1,0.42512
409.1,0.427592
411.1,0.429876
412.8,0.431687
415.8,0.434884
418.8,0.438085
421.8,0.441661
424.8,0.445487
427.8,0.453022
430.8,0.46107
433.8,0.4698
436.8,0.477775
439.8,0.485247
442.8,0.488591
445.8,0.491599
448.8,0.494496
451.3,0.497985
453.3,0.501572
455.3,0.505071
457.3,0.508078
459.3,0.511086
461.3,0.513043
463.3,0.514434
465.3,0.515708
467.3,0.516317
469.3,0.516926
471.3,0.51769
473.3,0.518538
475.3,0.519294
477.3,0.519532
479.3,0.51977
481.3,0.521622
483.3,0.524342
485.3,0.527247
487.3,0.531192
489.3,0.535136
491.3,0.539245
493.3,0.543443
495.3,0.54751
497.3,0.550836
499.3,0.554162
501.3,0.557696
503.3,0.561341
505.3,0.564981
507.3,0.568588
509.3,0.572195
511.3,0.575539
513.3,0.578742
515.3,0.58189
517.3,0.584726
519.3,0.587562
521.3,0.590096
523.3,0.592467
525.3,0.594716
527.3,0.596276
529.3,0.597835
531.3,0.599301
533.3,0.600717
535.3,0.602054
537.3,0.602944
539.3,0.603833
541.3,0.604881
543.3,0.606014
545.3,0.606956
547.3,0.606806
549.3,0.606657
551.3,0.607265
553.3,0.608281
555.3,0.609209
557.3,0.609646
559.3,0.610083
561.3,0.610502
563.3,0.610911
565.3,0.611222
567.3,0.610979
569.3,0.610735
571.3,0.61072
573.3,0.610827
575.3,0.610849
577.3,0.610388
579.3,0.609927
581.3,0.609468
583.3,0.609008
585.3,0.608527
587.3,0.60792
589.3,0.607313
591.3,0.606468
593.3,0.605496
595.3,0.604598
597.3,0.604119
599.3,0.60364
601.1,0.602957
602.7,0.602208
604.3,0.601459
605.9,0.600673
607.5,0.599859
609.1,0.599046
610.7,0.59814
612.3,0.597116
613.9,0.596093
615.5,0.595203
617.1,0.594609
618.7,0.594014
620.3,0.593279
621.9,0.591938
623.5,0.590597
625.1,0.589296
626.7,0.588607
628.3,0.587918
629.9,0.587229
631.7,0.586318
633.7,0.585296
635.7,0.584137
637.7,0.582724
639.7,0.58131
641.7,0.580072
643.7,0.578865
645.7,0.577825
647.7,0.577095
649.7,0.576365
651.7,0.574842
653.7,0.57318
655.7,0.571966
657.7,0.571583
659.7,0.571199
661.7,0.570354
663.7,0.569426
665.7,0.568742
667.7,0.568509
670.2,0.568127
673.2,0.566399
676.2,0.565461
679.2,0.565707
682.2,0.565294
685.2,0.564693
688.2,0.564832
691.2,0.564938
694.2,0.564994
697.2,0.565229
700.2,0.565487
702.0,0.565286
704.0,0.565063
706.0,0.565291
708.0,0.56597
710.0,0.566648
712.0,0.567352
714.0,0.568055
716.0,0.56885
718.0,0.569737
720.0,0.570623
722.0,0.571051
724.0,0.57148
726.0,0.572155
728.0,0.573078
730.0,0.574001
732.0,0.574669
734.0,0.575338
736.0,0.575698
738.0,0.575751
740.0,0.575803
742.0,0.576798
744.0,0.577793
746.0,0.57846
748.0,0.5788
750.5,0.579098
753.5,0.578845
756.5,0.579088
759.5,0.579826
762.5,0.579377
765.5,0.578834
768.5,0.579014
771.5,0.578584
774.5,0.577545
777.5,0.577366
781.0,0.576771
785.0,0.57441
789.0,0.572372
793.0,0.571433
797.0,0.569612
801.5,0.566728
806.5,0.564442
811.5,0.561636
816.5,0.559356
822.0,0.556867
828.0,0.554398
835.0,0.551416
843.0,0.548415
851.0,0.546474
859.0,0.543337
871.0,0.542232
883.0,0.54064
894.0,0.540689
904.0,0.539648
914.0,0.537292
924.0,0.537714
933.0,0.537379
941.0,0.535561
949.0,0.534341
957.0,0.534793
964.0,0.532659
970.0,0.532157
976.0,0.532555
982.0,0.531587
988.0,0.531019
994.0,0.530368
1000.0,0.529125
1006.0,0.52898
1012.0,0.528408
1018.0,0.528719
1023.5,0.528911
1028.5,0.528653
1033.5,0.528664
1038.5,0.529117
1043.5,0.53003
1048.5,0.52987
1053.5,0.530789
1058.5,0.530758
1063.5,0.531503
1068.5,0.532959
1073.5,0.53373
1078.5,0.534402
1083.5,0.535827
1088.5,0.536478
1093.5,0.537326
1098.5,0.539124
1103.5,0.540419
1108.5,0.541769
1113.5,0.543493
1118.5,0.545033
1123.5,0.546447
1128.5,0.548169
1133.5,0.549798
1138.5,0.551408
1143.5,0.553633
1148.5,0.555267
1153.5,0.557492
1158.5,0.559667
1163.5,0.56134
1168.5,0.563944
1173.5,0.565902
1178.5,0.568001
1183.5,0.570287
1188.5,0.57272
1193.5,0.575121
1198.5,0.577655
1203.5,0.578966
1208.5,0.581245
1213.5,0.58435
1218.5,0.585667
1223.5,0.587947
1228.5,0.590952
1233.5,0.592322
1238.5,0.59567
1243.5,0.598396
1248.5,0.59998
1253.5,0.60241
1258.5,0.6042
1263.5,0.606677
1268.5,0.608551
1273.5,0.610525
1278.5,0.611968
1283.5,0.614845
1288.5,0.617387
1293.5,0.618811
1298.5,0.620456
1303.5,0.622858
1308.5,0.624673
1313.5,0.627198
1318.5,0.629405
1323.5,0.63131
1328.5,0.633316
1333.5,0.635459
1338.5,0.637212
1343.5,0.638692
1348.5,0.640517
1353.5,0.64235
1358.5,0.644437
1363.5,0.644941
1368.5,0.647022
1373.5,0.648546
1378.5,0.651016
1383.5,0.650763
1388.5,0.650148
1393.5,0.650012
1398.5,0.650914
1403.5,0.651555
1408.5,0.653278
1413.5,0.654841
1418.5,0.655305
1423.5,0.656965
1428.5,0.657898
1433.5,0.659848
1438.5,0.661286
1443.5,0.661725
1448.5,0.663336
1453.5,0.662912
1458.5,0.664304
1463.5,0.664775
1468.5,0.66551
1473.5,0.667909
1478.5,0.669588
1483.5,0.671555
1488.5,0.67278
1493.5,0.673691
1498.5,0.675533
1503.5,0.676806
1508.5,0.677003
1513.5,0.678532
1518.5,0.680625
1523.5,0.68229
1528.5,0.684828
1534.0,0.688001
1540.0,0.688726
1546.0,0.692253
1552.0,0.693758
1558.0,0.695153
1564.0,0.697458
1570.5,0.699786
1577.5,0.700867
1584.5,0.702189
1591.5,0.703485
1598.5,0.704361
1605.5,0.704738
1612.5,0.705868
1619.5,0.706376
1626.5,0.707093
1633.5,0.707213
1640.5,0.707325
1647.5,0.708191
1654.5,0.708666
1661.5,0.707443
1668.5,0.709469
1676.0,0.709018
1684.0,0.709221
1692.0,0.709521
1700.0,0.710288
1708.0,0.710702
1716.0,0.711028
1724.0,0.712465
1732.0,0.712631
1740.0,0.713181
1748.0,0.714445
1756.0,0.71428
1764.0,0.714277
1772.0,0.714087
1780.0,0.713773
1788.0,0.714376
1796.0,0.714961
1805.0,0.714726
1815.0,0.715937
1825.0,0.716186
1835.0,0.716991
1845.0,0.716065
1855.0,0.716445
1865.0,0.715357
1875.0,0.713474
1885.0,0.710722
1895.0,0.703814
1905.0,0.693989
1915.0,0.689399
1925.0,0.689903
1935.0,0.692693
1945.0,0.693744
1955.0,0.696116
1965.0,0.69785
1975.0,0.699493
1985.0,0.700798
1995.0,0.702798
2005.0,0.704252
2015.0,0.705815
2025.0,0.707356
2035.0,0.708896
2045.0,0.709205
2055.0,0.710869
2065.0,0.710863
2075.0,0.711288
2085.0,0.711019
2095.0,0.711208
2105.0,0.709062
2115.0,0.707052
2125.0,0.704608
2135.0,0.701668
2145.0,0.698217
2155.0,0.690603
2165.0,0.680186
2175.0,0.670467
2185.0,0.667254
2195.0,0.663405
2205.0,0.65557
2215.0,0.645358
2225.0,0.628665
2235.0,0.603126
2245.0,0.579497
2255.0,0.56195
2265.0,0.552605
2275.0,0.551919
2285.0,0.542287
2295.0,0.529054
2305.0,0.5243
2315.0,0.509809
2325.0,0.491268
2335.0,0.478323
2345.0,0.482521
2355.0,0.49138
2365.0,0.503714
2375.0,0.516659
2386.0,0.529156
2400.0,0.542005
2418.0,0.549906
2440.0,0.547554
2466.0,0.536667
2496.0,0.520476
2528.0,0.508992
2560.0,0.496002
