Composition,
Database of Origin,Unknown
Date Added,2021-03-20 18:08:47.304094
Formula,
Grain Size,
Locality,
Material Class,
Maximum Reflectance,2496.0
Minimum Reflectance,395.1
Other Information,
References,
Resolution,
Sample Description,
Sample ID,Phyllo_Celadonite_Cel101_HOSERLab
Sample Name,Phyllo_Celadonite_Cel101_HOSERLab
Sample Type,
Viewing Geometry,
filter,wavelength,solar_illuminated_response,response
L7,432.0,0.2154420716,0.2112632938
R1,436.0,0.217860679,0.2143934477
L6,482.0,0.2671096692,0.2684322322
L5,535.0,0.2844043677,0.2816083476
L4,601.0,0.1991321724,0.1988803586
L3,673.0,0.1395313501,0.1395732274
L1,739.0,0.1626069231,0.1515455642
L2,753.0,0.1159309447,0.1159114973
R2,754.0,0.1159483419,0.115944869
R3,803.0,0.1249536278,0.1240110092
R4,864.0,0.1300054253,0.1279579691
R5,904.0,0.1248989513,0.1247401772
R6,934.0,0.123492012,0.1234712888
R7,1009.0,0.1245451131,0.12445607
filter,wavelength,solar_illuminated_response,response
p0,440.0,0.2217615313,0.2179636951
p5,670.0,0.1410249341,0.1411671418
p6,800.0,0.1243409074,0.1235790079
p7,860.0,0.1316557899,0.1281969594
p8,900.0,0.1251702854,0.1250499637
p9,930.0,0.1237418061,0.1235993532
p11,965.0,0.1239765385,0.123675428
p10,1000.0,0.1243688663,0.1243761555
filter,wavelength,solar_illuminated_response,response
coastal_aerosol,443.0,0.2232124697,0.2219622247
blue,482.0,0.266573423,0.2661432151
green,561.0,0.2550346766,0.2541950794
pan,589.0,0.2196661471,0.2155446606
red,655.0,0.1512329575,0.1510345107
nir,865.0,0.1297828921,0.1278934473
cirrus,1373.0,0.2235149844,0.2233449899
swir1,1609.0,0.3468615709,0.3470617458
swir2,2200.0,0.5916476392,0.5925197995
