Composition,
Database of Origin,Unknown
Date Added,2021-03-20 18:08:49.021866
Formula,
Grain Size,
Locality,
Material Class,
Maximum Reflectance,2560.0
Minimum Reflectance,395.1
Other Information,
References,
Resolution,
Sample Description,
Sample ID,CARB_Calcite_WS272_USGS
Sample Name,CARB_Calcite_WS272_USGS
Sample Type,
Viewing Geometry,
Wavelength,Response
395.1,0.839826
397.1,0.841285
399.1,0.84349
401.1,0.850086
403.1,0.853816
405.1,0.855413
407.1,0.856476
409.1,0.869289
411.1,0.866943
412.8,0.871583
415.8,0.877074
418.8,0.879208
421.8,0.886946
424.8,0.888849
427.8,0.892964
430.8,0.901148
433.8,0.899304
436.8,0.908339
439.8,0.907874
442.8,0.910767
445.8,0.91955
448.8,0.923529
451.3,0.920683
453.3,0.92786
455.3,0.916737
457.3,0.922146
459.3,0.925772
461.3,0.925533
463.3,0.926141
465.3,0.92999
467.3,0.924882
469.3,0.931912
471.3,0.93583
473.3,0.926119
475.3,0.932517
477.3,0.931149
479.3,0.933594
481.3,0.928866
483.3,0.93686
485.3,0.93747
487.3,0.939977
489.3,0.934225
491.3,0.934528
493.3,0.935645
495.3,0.94373
497.3,0.941588
499.3,0.934602
501.3,0.937123
503.3,0.939236
505.3,0.938913
507.3,0.940507
509.3,0.93955
511.3,0.932363
513.3,0.936984
515.3,0.944756
517.3,0.937039
519.3,0.933394
521.3,0.941807
523.3,0.937853
525.3,0.943565
527.3,0.935708
529.3,0.941012
531.3,0.93847
533.3,0.938458
535.3,0.940618
537.3,0.942483
539.3,0.943461
541.3,0.943812
543.3,0.938993
545.3,0.939838
547.3,0.93936
549.3,0.9389
551.3,0.938084
553.3,0.939179
555.3,0.941776
557.3,0.944199
559.3,0.941834
561.3,0.941066
563.3,0.942366
565.3,0.942856
567.3,0.944356
569.3,0.942249
571.3,0.940749
573.3,0.936796
575.3,0.941715
577.3,0.944884
579.3,0.946838
581.3,0.942645
583.3,0.943836
585.3,0.943478
587.3,0.94543
589.3,0.946407
591.3,0.943214
593.3,0.947101
595.3,0.949283
597.3,0.943038
599.3,0.944532
601.1,0.94707
602.7,0.94812
604.3,0.938607
605.9,0.948083
