Composition,
Database of Origin,Unknown
Date Added,2021-03-20 18:08:53.656067
Formula,
Grain Size,
Locality,
Material Class,
Maximum Reflectance,2500.0
Minimum Reflectance,350.0
Other Information,
References,
Resolution,
Sample Description,
Sample ID,Pyx_Augite_PYX016_En48.6_Fs2.5_Wo48.9_45-90microns_HOSERLab
Sample Name,Pyx_Augite_PYX016_En48.6_Fs2.5_Wo48.9_45-90microns_HOSERLab
Sample Type,
Viewing Geometry,
Wavelength,Response
350.0,0.285893088
351.0,0.288323478
352.0,0.293438697
353.0,0.29987029
354.0,0.302182048
355.0,0.304148452
356.0,0.307113735
357.0,0.313138102
358.0,0.31434543
359.0,0.316839018
360.0,0.322185234
361.0,0.32336398
362.0,0.326081116
363.0,0.329928379
364.0,0.333541382
365.0,0.335611895
366.0,0.337735906
367.0,0.341516736
368.0,0.344375254
369.0,0.347223638
370.0,0.350268894
371.0,0.354038407
372.0,0.356691796
373.0,0.358497822
374.0,0.360023019
375.0,0.361804157
376.0,0.363728092
377.0,0.365827014
378.0,0.367399271
379.0,0.369129625
380.0,0.371158246
381.0,0.374878448
382.0,0.376948325
383.0,0.378267672
384.0,0.381234658
385.0,0.383794881
386.0,0.386221373
387.0,0.388689814
388.0,0.390856872
389.0,0.393152463
390.0,0.395644088
391.0,0.398136377
392.0,0.400001905
393.0,0.401527189
394.0,0.403333648
395.0,0.406041286
396.0,0.408589873
397.0,0.410306167
398.0,0.411353954
399.0,0.412612701
400.0,0.414181695
401.0,0.416149889
402.0,0.418233134
403.0,0.420352496
404.0,0.422473417
405.0,0.423733839
406.0,0.425015596
407.0,0.426827511
408.0,0.428295081
409.0,0.429655945
410.0,0.430969431
411.0,0.432642708
412.0,0.434289278
413.0,0.435820625
414.0,0.437067939
415.0,0.438464487
416.0,0.439814726
417.0,0.441051386
418.0,0.442130469
419.0,0.443365339
420.0,0.444741216
421.0,0.446010731
422.0,0.446865948
423.0,0.447547852
424.0,0.448359676
425.0,0.449138125
426.0,0.449856753
427.0,0.450515589
428.0,0.451107791
429.0,0.45174174
430.0,0.452357212
431.0,0.452489759
432.0,0.452756007
433.0,0.453160259
434.0,0.453789907
435.0,0.454059562
436.0,0.454424174
437.0,0.455067766
438.0,0.455701398
439.0,0.456285516
440.0,0.456870702
441.0,0.457905555
442.0,0.4586424
443.0,0.459325863
444.0,0.460239169
445.0,0.46107484
446.0,0.461864404
447.0,0.462616696
448.0,0.463483692
449.0,0.464410191
450.0,0.46535179
451.0,0.466026014
452.0,0.466828946
453.0,0.467709598
454.0,0.46863526
455.0,0.469489379
456.0,0.470406842
457.0,0.471440049
458.0,0.472434135
459.0,0.47357298
460.0,0.474800979
461.0,0.475914765
462.0,0.477011978
463.0,0.478113811
464.0,0.479254966
465.0,0.480304687
466.0,0.481318204
467.0,0.482306544
468.0,0.48334411
469.0,0.484442334
470.0,0.485533139
471.0,0.486387547
472.0,0.487447921
473.0,0.488553218
474.0,0.489600196
475.0,0.490523087
476.0,0.491484433
477.0,0.492515417
478.0,0.493705479
479.0,0.494810373
480.0,0.495837718
481.0,0.496810671
482.0,0.497729635
483.0,0.498696813
484.0,0.499798589
485.0,0.500822008
486.0,0.501778042
487.0,0.50266698
488.0,0.503581613
489.0,0.50442251
490.0,0.505245565
491.0,0.506167127
492.0,0.507012008
493.0,0.5078924
494.0,0.508898324
495.0,0.509952808
496.0,0.510981886
497.0,0.511972739
498.0,0.512958048
499.0,0.513920434
500.0,0.514840264
501.0,0.515615046
502.0,0.516289877
503.0,0.51679945
504.0,0.517077247
505.0,0.517470643
506.0,0.517942684
507.0,0.518488519
508.0,0.519225769
509.0,0.520214428
510.0,0.521389246
511.0,0.522795322
512.0,0.524037006
513.0,0.525253283
514.0,0.526496642
515.0,0.527532822
516.0,0.528556357
517.0,0.529562165
518.0,0.530447754
519.0,0.531250541
520.0,0.532004016
521.0,0.532758415
522.0,0.53342522
523.0,0.534025044
524.0,0.53455269
525.0,0.535174398
526.0,0.535766543
527.0,0.536326294
528.0,0.536926464
529.0,0.537461444
530.0,0.53797067
531.0,0.538500453
532.0,0.538939292
533.0,0.53935619
534.0,0.539769738
535.0,0.540176934
536.0,0.540543192
537.0,0.5408785
538.0,0.541157278
539.0,0.541425547
540.0,0.541662174
541.0,0.54185278
542.0,0.542039056
543.0,0.542222502
544.0,0.542389204
545.0,0.5425238
546.0,0.542720931
547.0,0.542981117
548.0,0.543260704
549.0,0.54357713
550.0,0.543939576
551.0,0.544433906
552.0,0.545001971
553.0,0.545587648
554.0,0.546174942
555.0,0.546722914
556.0,0.547287631
557.0,0.547852174
558.0,0.548339863
559.0,0.548800644
560.0,0.54922782
561.0,0.549603489
562.0,0.549970613
563.0,0.550327689
564.0,0.55066496
565.0,0.550937907
566.0,0.551208832
567.0,0.551478661
568.0,0.551752589
569.0,0.551965945
570.0,0.552152048
571.0,0.552327122
572.0,0.55255526
573.0,0.552746502
574.0,0.552883754
575.0,0.553027763
576.0,0.55317668
577.0,0.553331197
578.0,0.553496917
579.0,0.553587052
580.0,0.553650972
581.0,0.553715528
582.0,0.553788803
583.0,0.553867043
584.0,0.553954811
585.0,0.554023812
586.0,0.554104363
587.0,0.554185779
588.0,0.55423792
