Composition,
Database of Origin,Unknown
Date Added,2021-03-20 18:08:54.784715
Formula,
Grain Size,
Locality,
Material Class,
Maximum Reflectance,2500.0
Minimum Reflectance,350.0
Other Information,
References,
Resolution,
Sample Description,
Sample ID,Sulfate_Pyrite_GDS483.c_USGS
Sample Name,Sulfate_Pyrite_GDS483.c_USGS
Sample Type,
Viewing Geometry,
filter,wavelength,solar_illuminated_response,response
L7,432.0,0.0377947653,0.0376790188
R1,436.0,0.0378920343,0.0377871095
L6,482.0,0.0425241972,0.0425311589
L5,535.0,0.0464548441,0.0464603943
L4,601.0,0.0481051389,0.0481048269
L3,673.0,0.0488737455,0.0488759649
L1,739.0,0.0463647532,0.045941879
L2,753.0,0.0478265429,0.0478218709
R2,754.0,0.0477822864,0.0477773913
R3,803.0,0.0456818406,0.045677297
R4,864.0,0.0431567147,0.0431578014
R5,904.0,0.0421460177,0.0421411148
R6,934.0,0.0417122695,0.041711082
R7,1009.0,0.0416493698,0.0416590517
filter,wavelength,solar_illuminated_response,response
p0,440.0,0.0380994044,0.037990272
p5,670.0,0.0488144424,0.0488175898
p6,800.0,0.0457728909,0.045765252
p7,860.0,0.0433010338,0.0432995727
p8,900.0,0.0422384971,0.0422292555
p9,930.0,0.041753727,0.0417504191
p11,965.0,0.0415148144,0.0415133827
p10,1000.0,0.0415945063,0.041598208
filter,wavelength,solar_illuminated_response,response
coastal_aerosol,443.0,0.0381604587,0.0381370877
blue,482.0,0.0424460876,0.0424871954
green,561.0,0.0473666607,0.047372656
pan,589.0,0.047513649,0.0475704115
red,655.0,0.0484857243,0.0484914539
nir,865.0,0.0431512145,0.0431478223
cirrus,1373.0,0.0657076896,0.0657140045
swir1,1609.0,0.0842567302,0.0843066383
swir2,2200.0,0.0736000011,0.0737771112
filter,wavelength,solar_illuminated_response,response
filter2_440nm_34mm,445.0,0.0389908902,0.0391320067
bayer_blue,495.0,0.0431525463,0.0431812036
filter1_525nm_34mm,527.0,0.046040935,0.0459822881
bayer_green,554.0,0.0467107758,0.0467433881
bayer_red,640.0,0.0482759613,0.0483034823
filter4_675nm_34mm,676.0,0.0489322213,0.0489345485
filter3_750nm_34mm,751.0,0.0478587571,0.0478518705
filter3_800nm_100mm,805.0,0.0455591161,0.0455548434
filter5_865nm_34mm,867.0,0.0430592637,0.0430532282
filter4_905nm_100mm,908.0,0.0420716223,0.042058989
filter5_935nm_100mm,937.0,0.0417240136,0.0416994499
filter6_1035nm_34mm,1012.0,0.0418703713,0.0418647771
filter,wavelength,solar_illuminated_response,response
L6,442.0,0.0380529615,0.0379287909
L0B,482.0,0.0417621475,0.041658118
L5,528.0,0.0461088964,0.0460738246
L0G,544.0,0.0462029143,0.0462125849
L4,605.0,0.0480568488,0.048022906
L0R,630.0,0.0480628422,0.0480732808
L3,677.0,0.0489005994,0.048863288
L2,754.0,0.0477252992,0.0477021179
L1,800.0,0.0456812002,0.0456623041
R2,866.0,0.0430735219,0.0430668136
R3,910.0,0.0419812593,0.0419694715
R4,939.0,0.0415811419,0.0415748219
R5,978.0,0.0413789486,0.0413806772
R6,1022.0,0.0417841463,0.0418193704
