Composition,
Database of Origin,Unknown
Date Added,2021-03-20 18:08:54.984277
Formula,
Grain Size,
Locality,
Material Class,
Maximum Reflectance,2976.0
Minimum Reflectance,213.1
Other Information,
References,
Resolution,
Sample Description,
Sample ID,Sulfate_Copiapite_GDS21_USGS
Sample Name,Sulfate_Copiapite_GDS21_USGS
Sample Type,
Viewing Geometry,
Wavelength,Response
213.1,0.023944
221.1,0.021372
229.1,0.019747
236.1,0.01916
242.1,0.017795
248.1,0.017463
253.6,0.017001
258.6,0.016193
263.6,0.016648
268.6,0.016507
273.1,0.01705
277.1,0.017351
281.1,0.017512
285.1,0.01798
289.1,0.018843
293.1,0.019031
297.1,0.019947
301.1,0.020823
305.1,0.021085
309.1,0.02186
313.1,0.022023
317.1,0.022256
321.1,0.022898
325.1,0.022393
329.1,0.022417
333.1,0.023351
337.1,0.02238
341.1,0.021767
345.1,0.022378
349.1,0.022451
353.1,0.023183
357.1,0.023839
360.6,0.024562
363.6,0.025783
366.6,0.026233
369.6,0.028249
372.6,0.029502
375.6,0.031272
378.6,0.032683
381.1,0.034949
383.1,0.036259
385.1,0.037741
387.1,0.039375
389.1,0.041179
391.1,0.04461
393.1,0.047027
395.1,0.049224
397.1,0.05521
399.1,0.057827
401.1,0.062573
403.1,0.065736
405.1,0.068382
407.1,0.070452
409.1,0.071222
411.1,0.071517
412.8,0.069657
415.8,0.067733
418.8,0.064496
421.8,0.061487
424.8,0.058953
427.8,0.055448
430.8,0.053718
433.8,0.055137
436.8,0.058857
439.8,0.06277
442.8,0.068453
445.8,0.074603
448.8,0.081478
451.3,0.08804
453.3,0.091934
455.3,0.098699
457.3,0.103944
459.3,0.109623
461.3,0.115649
463.3,0.123601
465.3,0.130811
467.3,0.13882
469.3,0.147415
471.3,0.156335
473.3,0.165015
475.3,0.174809
477.3,0.184116
479.3,0.195038
481.3,0.204706
483.3,0.21458
485.3,0.224489
487.3,0.232703
489.3,0.241572
491.3,0.248987
493.3,0.256804
495.3,0.263027
497.3,0.268541
499.3,0.274392
501.3,0.278651
503.3,0.283135
505.3,0.285763
507.3,0.289075
509.3,0.291567
511.3,0.292662
513.3,0.295075
515.3,0.297387
517.3,0.297334
519.3,0.299188
521.3,0.300166
523.3,0.30136
525.3,0.302427
527.3,0.303581
529.3,0.303627
531.3,0.305822
533.3,0.306354
535.3,0.308166
537.3,0.309547
539.3,0.31075
541.3,0.3123
543.3,0.313571
545.3,0.315418
547.3,0.316732
549.3,0.31775
551.3,0.31947
553.3,0.321238
555.3,0.323593
557.3,0.325595
559.3,0.327495
561.3,0.329524
563.3,0.33212
565.3,0.335037
567.3,0.336514
569.3,0.339015
571.3,0.341101
573.3,0.343012
575.3,0.345342
577.3,0.34908
579.3,0.35096
581.3,0.353448
583.3,0.35555
585.3,0.357571
587.3,0.358642
589.3,0.362262
591.3,0.365223
