Composition,
Database of Origin,Unknown
Date Added,2021-03-20 18:08:47.304094
Formula,
Grain Size,
Locality,
Material Class,
Maximum Reflectance,2496.0
Minimum Reflectance,395.1
Other Information,
References,
Resolution,
Sample Description,
Sample ID,Phyllo_Celadonite_Cel101_HOSERLab
Sample Name,Phyllo_Celadonite_Cel101_HOSERLab
Sample Type,
Viewing Geometry,
Wavelength,Response
395.1,0.17524
397.1,0.177155
399.1,0.178422
401.1,0.179568
403.1,0.18076
405.1,0.181809
407.1,0.182255
409.1,0.18363
411.1,0.185462
412.8,0.187039
415.8,0.190322
418.8,0.193728
421.8,0.197347
424.8,0.200974
427.8,0.204177
430.8,0.207734
433.8,0.211145
436.8,0.215442
439.8,0.219362
442.8,0.222271
445.8,0.225006
448.8,0.227514
451.3,0.229524
453.3,0.231554
455.3,0.233984
457.3,0.236602
459.3,0.239245
461.3,0.241827
463.3,0.244681
465.3,0.247445
467.3,0.250161
469.3,0.252888
471.3,0.255661
473.3,0.258409
475.3,0.261156
477.3,0.263945
479.3,0.266542
481.3,0.269278
483.3,0.271646
485.3,0.273954
487.3,0.275968
489.3,0.277811
491.3,0.279165
493.3,0.280542
495.3,0.281555
497.3,0.28245
499.3,0.283343
501.3,0.284237
503.3,0.285136
505.3,0.285937
507.3,0.28674
509.3,0.287215
511.3,0.287659
513.3,0.287805
515.3,0.287785
517.3,0.28768
519.3,0.287409
521.3,0.28707
523.3,0.286558
525.3,0.286009
527.3,0.285399
529.3,0.284735
531.3,0.284014
533.3,0.283237
535.3,0.282346
537.3,0.28126
539.3,0.280007
541.3,0.278614
543.3,0.277017
545.3,0.275211
547.3,0.273315
549.3,0.271222
551.3,0.269033
553.3,0.266754
555.3,0.264377
557.3,0.261963
559.3,0.259441
561.3,0.256835
563.3,0.254196
565.3,0.251441
567.3,0.248588
569.3,0.245694
571.3,0.242758
573.3,0.239757
575.3,0.236771
577.3,0.233755
579.3,0.230737
581.3,0.227755
583.3,0.224811
585.3,0.221858
587.3,0.218964
589.3,0.216101
591.3,0.213318
593.3,0.210504
595.3,0.207774
597.3,0.20512
599.3,0.20245
601.1,0.200138
602.7,0.198088
604.3,0.196028
605.9,0.194116
607.5,0.192171
609.1,0.19028
610.7,0.188426
612.3,0.186567
613.9,0.184799
615.5,0.183091
617.1,0.181407
618.7,0.179777
620.3,0.178207
621.9,0.176707
623.5,0.175284
625.1,0.173814
626.7,0.172371
628.3,0.171004
629.9,0.16963
631.7,0.16808
633.7,0.16641
635.7,0.164728
637.7,0.163046
639.7,0.161419
641.7,0.159904
643.7,0.158431
645.7,0.157025
647.7,0.15562
649.7,0.154159
651.7,0.152738
653.7,0.151286
655.7,0.149875
657.7,0.14851
659.7,0.147178
661.7,0.145906
663.7,0.144659
665.7,0.143444
667.7,0.14226
670.2,0.140823
673.2,0.139128
676.2,0.137512
679.2,0.13592
682.2,0.134371
685.2,0.13287
688.2,0.131436
691.2,0.130034
694.2,0.128693
697.2,0.127427
700.2,0.126183
702.0,0.125489
704.0,0.124709
706.0,0.123997
708.0,0.123277
710.0,0.12258
712.0,0.12192
714.0,0.121334
716.0,0.120704
718.0,0.120141
720.0,0.119613
722.0,0.119104
724.0,0.118641
726.0,0.11821
728.0,0.117809
730.0,0.117414
732.0,0.117112
734.0,0.116803
736.0,0.116523
738.0,0.116295
740.0,0.116107
742.0,0.115949
744.0,0.115796
746.0,0.115706
748.0,0.115629
750.5,0.115585
753.5,0.11566
756.5,0.115819
759.5,0.116084
762.5,0.116393
765.5,0.116723
768.5,0.117132
771.5,0.117601
774.5,0.11812
777.5,0.118701
781.0,0.119383
785.0,0.12029
789.0,0.121186
793.0,0.122102
797.0,0.122986
801.5,0.123962
806.5,0.12503
811.5,0.125993
816.5,0.126817
822.0,0.127627
828.0,0.128276
835.0,0.128752
843.0,0.128919
851.0,0.128778
859.0,0.12838
871.0,0.127465
883.0,0.126349
894.0,0.125421
904.0,0.124619
914.0,0.124052
924.0,0.12368
933.0,0.123293
941.0,0.123282
949.0,0.123408
957.0,0.123496
964.0,0.123599
970.0,0.12369
976.0,0.123884
982.0,0.123994
988.0,0.12418
994.0,0.124315
1000.0,0.124446
1006.0,0.124618
1012.0,0.124553
1018.0,0.124529
1023.5,0.124603
1028.5,0.124842
1033.5,0.124915
1038.5,0.124974
1043.5,0.125112
1048.5,0.125156
1053.5,0.12545
1058.5,0.125591
1063.5,0.12592
1068.5,0.126101
1073.5,0.126622
1078.5,0.126916
1083.5,0.127311
1088.5,0.127701
1093.5,0.128176
1098.5,0.128871
1103.5,0.129572
1108.5,0.130258
1113.5,0.131023
1118.5,0.131912
1123.5,0.132824
1128.5,0.133759
1133.5,0.134727
1138.5,0.135924
1143.5,0.137045
1148.5,0.138199
1153.5,0.139459
1158.5,0.140764
1163.5,0.142143
1168.5,0.143579
1173.5,0.144959
1178.5,0.146396
1183.5,0.147927
1188.5,0.149569
1193.5,0.151199
1198.5,0.1528
1203.5,0.154492
1208.5,0.156212
1213.5,0.15794
1218.5,0.159688
1223.5,0.161469
1228.5,0.163366
1233.5,0.165233
1238.5,0.167124
1243.5,0.169037
1248.5,0.170939
1253.5,0.172845
1258.5,0.174727
1263.5,0.176586
1268.5,0.178445
1273.5,0.180282
1278.5,0.18224
1283.5,0.184172
1288.5,0.186101
1293.5,0.188039
1298.5,0.190018
1303.5,0.192025
1308.5,0.194001
1313.5,0.196128
1318.5,0.19824
1323.5,0.200458
1328.5,0.202713
1333.5,0.204958
1338.5,0.207152
1343.5,0.209348
1348.5,0.211583
1353.5,0.213838
1358.5,0.216206
1363.5,0.21863
1368.5,0.221021
1373.5,0.223343
1378.5,0.225675
1383.5,0.22813
1388.5,0.23055
1393.5,0.232919
1398.5,0.235301
1403.5,0.237691
1408.5,0.240084
1413.5,0.242477
1418.5,0.244513
1423.5,0.246758
1428.5,0.249614
1433.5,0.251447
1438.5,0.250557
1443.5,0.254475
1448.5,0.258631
1453.5,0.261457
1458.5,0.26512
1463.5,0.268073
1468.5,0.270777
1473.5,0.273507
1478.5,0.276329
1483.5,0.27895
1488.5,0.281533
1493.5,0.284197
1498.5,0.286761
1503.5,0.28934
1508.5,0.291946
1513.5,0.294695
1518.5,0.297372
1523.5,0.300082
1528.5,0.302871
1534.0,0.305909
1540.0,0.309075
1546.0,0.312191
1552.0,0.315479
1558.0,0.318824
1564.0,0.322204
1570.5,0.325768
1577.5,0.329481
1584.5,0.333444
1591.5,0.337289
1598.5,0.341313
1605.5,0.345209
1612.5,0.348912
1619.5,0.352699
1626.5,0.35664
1633.5,0.36055
1640.5,0.364398
1647.5,0.368449
1654.5,0.372194
1661.5,0.375931
1668.5,0.379942
1676.0,0.38432
1684.0,0.38882
1692.0,0.393219
1700.0,0.397529
1708.0,0.402263
1716.0,0.407108
1724.0,0.411796
1732.0,0.416416
1740.0,0.421063
1748.0,0.425587
1756.0,0.429947
1764.0,0.434572
1772.0,0.439075
1780.0,0.44365
1788.0,0.448129
1796.0,0.452186
1805.0,0.457011
1815.0,0.462197
1825.0,0.467202
1835.0,0.471843
1845.0,0.47721
1855.0,0.482169
1865.0,0.486826
1875.0,0.490996
1885.0,0.494935
1895.0,0.497983
1905.0,0.501593
1915.0,0.506018
1925.0,0.511498
1935.0,0.516119
1945.0,0.520382
1955.0,0.524909
1965.0,0.530257
1975.0,0.535102
1985.0,0.540023
1995.0,0.545066
2005.0,0.550584
2015.0,0.554579
2025.0,0.559004
2035.0,0.562997
2045.0,0.566868
2055.0,0.570718
2065.0,0.574
2075.0,0.57707
2085.0,0.580648
2095.0,0.58363
2105.0,0.58689
2115.0,0.590675
2125.0,0.594328
2135.0,0.596249
2145.0,0.595847
2155.0,0.597272
2165.0,0.597133
2175.0,0.600358
2185.0,0.602821
2195.0,0.604864
2205.0,0.609558
2215.0,0.61284
2225.0,0.614159
2235.0,0.609105
2245.0,0.591877
2255.0,0.588909
2265.0,0.599292
2275.0,0.592412
2285.0,0.536081
2295.0,0.487535
2305.0,0.492982
2315.0,0.509002
2325.0,0.534723
2335.0,0.528888
2345.0,0.491454
2355.0,0.50226
2365.0,0.52423
2375.0,0.557604
2386.0,0.598491
2400.0,0.618439
2418.0,0.610136
2440.0,0.589611
2466.0,0.578213
2496.0,0.586735
