Composition,
Database of Origin,Unknown
Date Added,2021-03-20 18:08:47.819387
Formula,
Grain Size,
Locality,
Material Class,
Maximum Reflectance,2560.0
Minimum Reflectance,395.1
Other Information,
References,
Resolution,
Sample Description,
Sample ID,Phyllo_Montmorillonite_SWy-1_USGS
Sample Name,Phyllo_Montmorillonite_SWy-1_USGS
Sample Type,
Viewing Geometry,
filter,wavelength,solar_illuminated_response,response
L7,432.0,0.5556958889,0.5456368109
R1,436.0,0.561453655,0.5532475931
L6,482.0,0.6169609958,0.6196548582
L5,535.0,0.6836157245,0.6770448269
L4,601.0,0.6996720945,0.6990161502
L3,673.0,0.7106895244,0.7112208067
L1,739.0,0.7094197984,0.7146507393
L2,753.0,0.7324398379,0.7323053504
R2,754.0,0.7325367077,0.7324971996
R3,803.0,0.7414384187,0.7357300572
R4,864.0,0.7442846851,0.7326174753
R5,904.0,0.7303843797,0.7295776237
R6,934.0,0.7288605073,0.728713453
R7,1009.0,0.7350477548,0.7345440963
filter,wavelength,solar_illuminated_response,response
p0,440.0,0.5687244029,0.5599242274
p5,670.0,0.7092303898,0.7103894303
p6,800.0,0.7403182065,0.7355921277
p7,860.0,0.7529813356,0.7332516226
p8,900.0,0.7303345861,0.7298218908
p9,930.0,0.7297509597,0.7289192537
p11,965.0,0.730120749,0.7283449697
p10,1000.0,0.7342035722,0.7342780095
