Composition,
Database of Origin,Unknown
Date Added,2021-03-20 18:08:47.195910
Formula,
Grain Size,
Locality,
Material Class,
Maximum Reflectance,2560.0
Minimum Reflectance,395.1
Other Information,
References,
Resolution,
Sample Description,
Sample ID,Phyllo_Illite_IMt-1-b-lt2um_USGS
Sample Name,Phyllo_Illite_IMt-1-b-lt2um_USGS
Sample Type,
Viewing Geometry,
filter,wavelength,solar_illuminated_response,response
L7,432.0,0.2537328618,0.2487715918
R1,436.0,0.2566578244,0.2525349942
L6,482.0,0.3004022538,0.3018394488
L5,535.0,0.3700660724,0.3665564436
L4,601.0,0.3730587655,0.3726783861
L3,673.0,0.3312372421,0.3314107551
L1,739.0,0.3252204634,0.3193320299
L2,753.0,0.2988647271,0.2987992358
R2,754.0,0.2987829602,0.2987571178
R3,803.0,0.3089418632,0.3065868239
R4,864.0,0.3142874602,0.3093172425
R5,904.0,0.3025648111,0.3021471725
R6,934.0,0.2956103695,0.2955369929
R7,1009.0,0.2866869173,0.2863305521
filter,wavelength,solar_illuminated_response,response
p0,440.0,0.2607155895,0.2562772232
p5,670.0,0.3325150699,0.3329547066
p6,800.0,0.3078881706,0.3059633026
p7,860.0,0.3189837696,0.3105781279
p8,900.0,0.3029465385,0.3026359587
p9,930.0,0.2964521099,0.2960650674
p11,965.0,0.2919329082,0.2911642726
p10,1000.0,0.2869371715,0.2868647646
