Composition,
Database of Origin,Unknown
Date Added,2021-03-20 18:09:00.821915
Formula,
Grain Size,
Locality,
Material Class,
Maximum Reflectance,2750.0
Minimum Reflectance,300.0
Other Information,
References,
Resolution,
Sample Description,
Sample ID,OLV_Fo66_ki3054-16849_USGS
Sample Name,OLV_Fo66_ki3054-16849_USGS
Sample Type,
Viewing Geometry,
filter,wavelength,solar_illuminated_response,response
L7,432.0,0.2972085644,0.2963549628
R1,436.0,0.2985468195,0.2979340858
L6,482.0,0.3425041109,0.3425645153
L5,535.0,0.4198942479,0.4200722015
L4,601.0,0.4597021501,0.4597115775
L3,673.0,0.4882631598,0.4882632463
L1,739.0,0.3970417297,0.3775917089
L2,753.0,0.4200149404,0.4198562872
R2,754.0,0.4185001942,0.4183328563
R3,803.0,0.3495887059,0.3494519866
R4,864.0,0.2751377211,0.2751311598
R5,904.0,0.25444493,0.2543235965
R6,934.0,0.2337743254,0.233696756
R7,1009.0,0.1867362532,0.1863983243
filter,wavelength,solar_illuminated_response,response
p0,440.0,0.3017802069,0.3011950754
p5,670.0,0.487419435,0.4874301328
p6,800.0,0.3523235064,0.352096296
p7,860.0,0.2782484543,0.2781363711
p8,900.0,0.2556520642,0.2554438083
p9,930.0,0.2361525192,0.2359481178
p11,965.0,0.2109325887,0.210599732
p10,1000.0,0.1882861526,0.1880575386
filter,wavelength,solar_illuminated_response,response
coastal_aerosol,443.0,0.2997978492,0.3038230021
blue,482.0,0.3445127683,0.343568818
green,561.0,0.4441811733,0.4451279043
pan,589.0,0.4500816923,0.4504685047
red,655.0,0.4823333733,0.4802338771
nir,865.0,0.2724668955,0.2744221501
cirrus,1373.0,0.2803974803,0.2807759855
swir1,1609.0,0.5000516438,0.5025922414
swir2,2200.0,0.6042546374,0.6037412951
filter,wavelength,solar_illuminated_response,response
filter2_440nm_34mm,445.0,0.3098719707,0.3064776295
bayer_blue,495.0,0.3592442103,0.3596246839
filter1_525nm_34mm,527.0,0.4071069177,0.4045247904
bayer_green,554.0,0.4284941589,0.4288122494
bayer_red,640.0,0.4697223906,0.4705796828
filter4_675nm_34mm,676.0,0.4881724072,0.4881595281
filter3_750nm_34mm,751.0,0.421827802,0.4214478757
filter3_800nm_100mm,805.0,0.3463270159,0.3460587935
filter5_865nm_34mm,867.0,0.2738647187,0.2733346443
filter4_905nm_100mm,908.0,0.2535782878,0.252832791
filter5_935nm_100mm,937.0,0.2330433644,0.2317457636
filter6_1035nm_34mm,1012.0,0.1858642779,0.1835123989
filter,wavelength,solar_illuminated_response,response
L6,442.0,0.3023431987,0.3017791214
L0B,482.0,0.3410373953,0.3404717825
L5,528.0,0.4101109242,0.4097777572
L0G,544.0,0.4183378113,0.4191349775
L4,605.0,0.4595468755,0.4592592431
L0R,630.0,0.4654699816,0.4663656707
L3,677.0,0.4872153319,0.4868336986
L2,754.0,0.4177267978,0.4174241161
L1,800.0,0.3507159285,0.3504516796
R2,866.0,0.274032257,0.2738632792
R3,910.0,0.2514975484,0.2511619786
R4,939.0,0.2297203828,0.229386863
R5,978.0,0.201070767,0.2006876666
R6,1022.0,0.1807161133,0.180112596
filter,wavelength,solar_illuminated_response,response
bg,501.6761135725,0.3676958375,0.3661984297
red,685.7899115028,0.4466578472,0.4413236711
nir,878.2928523721,0.2842353925,0.27700899
