Composition,
Database of Origin,Unknown
Date Added,2021-03-20 18:08:50.151748
Formula,
Grain Size,
Locality,
Material Class,
Maximum Reflectance,2976.0
Minimum Reflectance,221.1
Other Information,
References,
Resolution,
Sample Description,
Sample ID,Oxide_Goethite_ws222.8447_USGS
Sample Name,Oxide_Goethite_ws222.8447_USGS
Sample Type,
Viewing Geometry,
filter,wavelength,solar_illuminated_response,response
L7,432.0,0.0270951208,0.0264425919
R1,436.0,0.0274261515,0.0268001036
L6,482.0,0.036137651,0.0363347175
L5,535.0,0.0893646309,0.0886425862
L4,601.0,0.1987648724,0.19859471
L3,673.0,0.2116086961,0.2118118663
L1,739.0,0.2060517566,0.2165795404
L2,753.0,0.2806726195,0.2806520284
R2,754.0,0.2810021082,0.2810166818
R3,803.0,0.2686053439,0.26645987
R4,864.0,0.2301990834,0.2265602402
R5,904.0,0.220494215,0.2202553205
R6,934.0,0.2204129289,0.220388806
R7,1009.0,0.2457587857,0.2460167608
filter,wavelength,solar_illuminated_response,response
p0,440.0,0.0278646434,0.0271730404
p5,670.0,0.2103757199,0.2107817215
p6,800.0,0.2695755322,0.267737788
p7,860.0,0.2341953119,0.2279969936
p8,900.0,0.220815268,0.220643889
p9,930.0,0.2207312129,0.2205073106
p11,965.0,0.2294264884,0.2290137905
p10,1000.0,0.2427177116,0.2429489089
filter,wavelength,solar_illuminated_response,response
coastal_aerosol,443.0,0.0291937381,0.0289729108
blue,482.0,0.0381879432,0.0381926452
green,561.0,0.1435221554,0.143726917
pan,589.0,0.1583783124,0.161167449
red,655.0,0.2052670981,0.2053379585
nir,865.0,0.2299652562,0.2265922517
cirrus,1373.0,0.5470232848,0.5465528346
swir1,1609.0,0.5462522951,0.5453648166
swir2,2200.0,0.5439108461,0.54390622
filter,wavelength,solar_illuminated_response,response
filter2_440nm_34mm,445.0,0.0489503596,0.0594533072
bayer_blue,495.0,0.0515246633,0.053360481
filter1_525nm_34mm,527.0,0.0753826929,0.0778174751
bayer_green,554.0,0.1213265145,0.1236006519
bayer_red,640.0,0.2002691603,0.2012615246
filter4_675nm_34mm,676.0,0.213454249,0.2135569935
filter3_750nm_34mm,751.0,0.2791044172,0.2792320509
filter3_800nm_100mm,805.0,0.2661412017,0.2642968038
filter5_865nm_34mm,867.0,0.2254575622,0.2253693905
filter4_905nm_100mm,908.0,0.2204301817,0.2201658893
filter5_935nm_100mm,937.0,0.2191371724,0.2202840685
filter6_1035nm_34mm,1012.0,0.2505856936,0.2527374761
