Composition,
Database of Origin,Unknown
Date Added,2021-03-20 18:08:58.092996
Formula,
Grain Size,
Locality,
Material Class,
Maximum Reflectance,2500.0
Minimum Reflectance,350.0
Other Information,
References,
Resolution,
Sample Description,
Sample ID,Sulfate_Jarosite_Natro9_McCollom_Ehlmann
Sample Name,Sulfate_Jarosite_Natro9_McCollom_Ehlmann
Sample Type,
Viewing Geometry,
filter,wavelength,solar_illuminated_response,response
L7,432.0,0.0755139812,0.0752665756
R1,436.0,0.075656648,0.0754205572
L6,482.0,0.1005355191,0.1005965462
L5,535.0,0.1657937434,0.1660091132
L4,601.0,0.2505893931,0.2506245922
L3,673.0,0.3186200123,0.3187858687
L1,739.0,0.2392620012,0.2346346246
L2,753.0,0.3019868635,0.3017798532
R2,754.0,0.3000358367,0.2998181991
R3,803.0,0.2157944318,0.2156593956
R4,864.0,0.1626565841,0.1626721487
R5,904.0,0.1534946343,0.1534767606
R6,934.0,0.1539313552,0.1539453547
R7,1009.0,0.1794669658,0.1799507713
filter,wavelength,solar_illuminated_response,response
p0,440.0,0.0763794658,0.0760629278
p5,670.0,0.3148433068,0.315072099
p6,800.0,0.2188368269,0.2185985629
p7,860.0,0.1646784329,0.1646516195
p8,900.0,0.154166715,0.1541203493
p9,930.0,0.1539014961,0.1539264439
p11,965.0,0.1614855275,0.1616368866
p10,1000.0,0.1763541036,0.1765753461
filter,wavelength,solar_illuminated_response,response
coastal_aerosol,443.0,0.073757541,0.0736314579
blue,482.0,0.1018712574,0.1021646854
green,561.0,0.209052543,0.2093376912
pan,589.0,0.2294068698,0.2329148578
red,655.0,0.2949706909,0.2952829645
nir,865.0,0.1627075776,0.162664971
cirrus,1373.0,0.4624059892,0.4624744968
swir1,1609.0,0.5131156784,0.5140595139
swir2,2200.0,0.3336146744,0.3278707851
filter,wavelength,solar_illuminated_response,response
filter2_440nm_34mm,445.0,0.0922809804,0.0985739658
bayer_blue,495.0,0.1173310055,0.1189034544
filter1_525nm_34mm,527.0,0.1527919747,0.1533536338
bayer_green,554.0,0.1900274731,0.1919193085
bayer_red,640.0,0.2779279772,0.2798538235
filter4_675nm_34mm,676.0,0.3231543315,0.3233397959
filter3_750nm_34mm,751.0,0.3040448665,0.3039396069
filter3_800nm_100mm,805.0,0.2122830604,0.2122048211
filter5_865nm_34mm,867.0,0.1616995388,0.1616556444
filter4_905nm_100mm,908.0,0.1535597267,0.1534498762
filter5_935nm_100mm,937.0,0.155187831,0.1549049257
filter6_1035nm_34mm,1012.0,0.1874756662,0.1881843128
filter,wavelength,solar_illuminated_response,response
L6,442.0,0.0742429162,0.0740129836
L0B,482.0,0.1022638947,0.102142027
L5,528.0,0.1534069644,0.1531931088
L0G,544.0,0.1769545982,0.1784124347
L4,605.0,0.2518045616,0.2516714739
L0R,630.0,0.2704102786,0.2724694194
L3,677.0,0.3246288953,0.3245774029
L2,754.0,0.2990407221,0.2987918105
L1,800.0,0.2167157622,0.2165596279
R2,866.0,0.1618691883,0.1618480329
R3,910.0,0.1529773025,0.1529292062
R4,939.0,0.154305172,0.1543104331
R5,978.0,0.1654616831,0.1655653676
R6,1022.0,0.189029051,0.1900318963
filter,wavelength,solar_illuminated_response,response
bg,501.6761135725,0.1307451374,0.131111543
red,685.7899115028,0.2780508039,0.2788199983
nir,878.2928523721,0.1784703048,0.1761622566
