Composition,
Database of Origin,Unknown
Date Added,2021-03-20 18:08:53.933285
Formula,
Grain Size,
Locality,
Material Class,
Maximum Reflectance,2500.0
Minimum Reflectance,350.0
Other Information,
References,
Resolution,
Sample Description,
Sample ID,Pyx_Enstatite_PYX070_En99.1_Fs0.1_Wo0.8_45-90microns_HOSERLab
Sample Name,Pyx_Enstatite_PYX070_En99.1_Fs0.1_Wo0.8_45-90microns_HOSERLab
Sample Type,
Viewing Geometry,
filter,wavelength,solar_illuminated_response,response
L7,432.0,0.5807295743,0.5802392435
R1,436.0,0.5811884079,0.580761254
L6,482.0,0.5930254776,0.5930420363
L5,535.0,0.6033633876,0.603365169
L4,601.0,0.6099771666,0.609977283
L3,673.0,0.608322614,0.6083143128
L1,739.0,0.5503594088,0.5293894306
L2,753.0,0.5772126836,0.5770961858
R2,754.0,0.576144507,0.5760203194
R3,803.0,0.4971768538,0.496971598
R4,864.0,0.3819668148,0.3820132392
R5,904.0,0.3581165189,0.3581235358
R6,934.0,0.3724997726,0.3726242239
R7,1009.0,0.4875971044,0.4889188846
filter,wavelength,solar_illuminated_response,response
p0,440.0,0.5819197796,0.5815022456
p5,670.0,0.6084635002,0.6084527417
p6,800.0,0.5011652285,0.5008231407
p7,860.0,0.3878781489,0.3878066917
p8,900.0,0.359676347,0.3596302955
p9,930.0,0.3709951519,0.3712382093
p11,965.0,0.4182980106,0.4190601708
p10,1000.0,0.4810288567,0.4818159851
filter,wavelength,solar_illuminated_response,response
coastal_aerosol,443.0,0.5829734192,0.5828942632
blue,482.0,0.5925267415,0.5926072931
green,561.0,0.6065175396,0.6065452206
pan,589.0,0.6068400273,0.6070018463
red,655.0,0.6090036489,0.6089990072
nir,865.0,0.3821432447,0.382016226
cirrus,1373.0,0.5817324774,0.5817220459
swir1,1609.0,0.5002790093,0.4998081411
swir2,2200.0,0.5931283718,0.5943469668
filter,wavelength,solar_illuminated_response,response
filter2_440nm_34mm,445.0,0.5791460843,0.5740857579
bayer_blue,495.0,0.5942459236,0.5939279699
filter1_525nm_34mm,527.0,0.6016706614,0.6002238487
bayer_green,554.0,0.6043208007,0.6042976554
bayer_red,640.0,0.6089609057,0.6089388529
filter4_675nm_34mm,676.0,0.6080993785,0.6080898762
filter3_750nm_34mm,751.0,0.5788423946,0.5786096777
filter3_800nm_100mm,805.0,0.492562452,0.4922023264
filter5_865nm_34mm,867.0,0.380465368,0.3797508464
filter4_905nm_100mm,908.0,0.3606670565,0.3596638448
filter5_935nm_100mm,937.0,0.3803621295,0.3789521613
filter6_1035nm_34mm,1012.0,0.5078379122,0.5087545284
filter,wavelength,solar_illuminated_response,response
L6,442.0,0.5818820777,0.5809006582
L0B,482.0,0.5908213441,0.59015552
L5,528.0,0.6026749379,0.6022801736
L0G,544.0,0.6026694621,0.6023628294
L4,605.0,0.6096295146,0.6092144973
L0R,630.0,0.6082794126,0.6079386896
L3,677.0,0.6073954457,0.6068930228
L2,754.0,0.5756553906,0.5752976755
L1,800.0,0.4990800522,0.4986436558
R2,866.0,0.3801801249,0.379912937
R3,910.0,0.3587662728,0.3584063067
R4,939.0,0.3789566657,0.3786725081
R5,978.0,0.4410349011,0.4408468162
R6,1022.0,0.512715659,0.5141339132
