Composition,
Database of Origin,Unknown
Date Added,2021-03-20 18:08:48.435804
Formula,
Grain Size,
Locality,
Material Class,
Maximum Reflectance,2560.0
Minimum Reflectance,395.1
Other Information,
References,
Resolution,
Sample Description,
Sample ID,Phyllo_NG1_45_75_bidir_EhlmannEtAl2011LPSCInPrep
Sample Name,Phyllo_NG1_45_75_bidir_EhlmannEtAl2011LPSCInPrep
Sample Type,
Viewing Geometry,
filter,wavelength,solar_illuminated_response,response
L7,432.0,0.0639708866,0.0626651211
R1,436.0,0.0647029016,0.0636051335
L6,482.0,0.1384814585,0.1396497381
L5,535.0,0.2674613641,0.2650239746
L4,601.0,0.3272103888,0.3268897551
L3,673.0,0.3441902939,0.344588132
L1,739.0,0.3592966199,0.3730978871
L2,753.0,0.4565063838,0.4564612651
R2,754.0,0.4569187275,0.4569350312
R3,803.0,0.4528789559,0.4493068317
R4,864.0,0.4077525176,0.4012601578
R5,904.0,0.3809069755,0.3803893711
R6,934.0,0.3747503597,0.3746854506
R7,1009.0,0.3968724901,0.3971871712
filter,wavelength,solar_illuminated_response,response
p0,440.0,0.0672372426,0.0658832493
p5,670.0,0.3408008354,0.3415390082
p6,800.0,0.453527565,0.4505110908
p7,860.0,0.4150886684,0.4040776239
p8,900.0,0.3826274677,0.3821838255
p9,930.0,0.3756771605,0.3752351498
p11,965.0,0.3784848096,0.3776466559
p10,1000.0,0.3928227015,0.3931333203
filter,wavelength,solar_illuminated_response,response
coastal_aerosol,443.0,0.0649681727,0.0645888733
blue,482.0,0.1395749501,0.1402089383
green,561.0,0.3043732498,0.3040401575
pan,589.0,0.3018394968,0.3030687741
red,655.0,0.3270447878,0.3271957915
nir,865.0,0.4070915152,0.4010614068
cirrus,1373.0,0.5740098215,0.5734393624
swir1,1609.0,0.5833050988,0.5828449657
swir2,2200.0,0.4751051395,0.4726488771
