Composition,
Database of Origin,Unknown
Date Added,2021-03-20 18:08:49.529035
Formula,
Grain Size,
Locality,
Material Class,
Maximum Reflectance,2560.0
Minimum Reflectance,395.1
Other Information,
References,
Resolution,
Sample Description,
Sample ID,CARB_Hydromagnesite-cacb49_HOSERLab
Sample Name,CARB_Hydromagnesite-cacb49_HOSERLab
Sample Type,
Viewing Geometry,
filter,wavelength,solar_illuminated_response,response
L7,432.0,0.6465151796,0.6364465048
R1,436.0,0.6512976569,0.6433941836
L6,482.0,0.7021274872,0.7053213516
L5,535.0,0.7630411916,0.7556718341
L4,601.0,0.7717321012,0.7710009098
L3,673.0,0.7532985893,0.7538106614
L1,739.0,0.7502376196,0.7492911425
L2,753.0,0.7445661279,0.7444160388
R2,754.0,0.7444909597,0.74443862
R3,803.0,0.7567567318,0.7509274436
R4,864.0,0.7627807889,0.7508341715
R5,904.0,0.7487220725,0.7478594066
R6,934.0,0.7469654733,0.7468478182
R7,1009.0,0.7485855872,0.7479434353
filter,wavelength,solar_illuminated_response,response
p0,440.0,0.6569591804,0.6482897962
p5,670.0,0.7532667876,0.7544232806
p6,800.0,0.7555057835,0.7506854291
p7,860.0,0.7712327342,0.7510436045
p8,900.0,0.7487125783,0.7481559738
p9,930.0,0.7477822506,0.7469595484
p11,965.0,0.7492162813,0.7473728273
p10,1000.0,0.7479479825,0.7479369117
filter,wavelength,solar_illuminated_response,response
coastal_aerosol,443.0,0.6542527813,0.6509592555
blue,482.0,0.7047917837,0.7031368342
green,561.0,0.7671343484,0.7656293922
pan,589.0,0.7625718521,0.7610952545
red,655.0,0.7581217703,0.7580315173
nir,865.0,0.7617703755,0.7507762251
cirrus,1373.0,0.7512170413,0.7504911401
swir1,1609.0,0.7435958407,0.7427048467
swir2,2200.0,0.6053399405,0.6053559764
filter,wavelength,solar_illuminated_response,response
filter2_440nm_34mm,445.0,0.6589991414,0.6556542427
bayer_blue,495.0,0.712161066,0.7124217816
filter1_525nm_34mm,527.0,0.7481051635,0.7489543943
bayer_green,554.0,0.7575963101,0.7570830324
bayer_red,640.0,0.7612071016,0.7617238543
filter4_675nm_34mm,676.0,0.7531257406,0.7532214308
filter3_750nm_34mm,751.0,0.7441773864,0.7438060007
filter3_800nm_100mm,805.0,0.7565175234,0.750856813
filter5_865nm_34mm,867.0,0.7515577149,0.7500474104
filter4_905nm_100mm,908.0,0.7493914357,0.7470038115
filter5_935nm_100mm,937.0,0.7441730775,0.7460651894
filter6_1035nm_34mm,1012.0,0.7458431559,0.7469018509
