Composition,
Database of Origin,Unknown
Date Added,2021-03-20 18:08:48.709366
Formula,
Grain Size,
Locality,
Material Class,
Maximum Reflectance,2500.0
Minimum Reflectance,350.0
Other Information,
References,
Resolution,
Sample Description,
Sample ID,Ice_WaterIce_WS08_HOSERLab
Sample Name,Ice_WaterIce_WS08_HOSERLab
Sample Type,
Viewing Geometry,
Wavelength,Response
350.0,0.323269824
351.0,0.321358603
352.0,0.320017517
353.0,0.319390305
354.0,0.320413579
355.0,0.320074163
356.0,0.319523508
357.0,0.319810229
358.0,0.318765888
359.0,0.318145394
360.0,0.318391888
361.0,0.31865429
362.0,0.318988117
363.0,0.319287064
364.0,0.319056075
365.0,0.319300312
366.0,0.319337959
367.0,0.318423999
368.0,0.318535463
369.0,0.318669042
370.0,0.318611053
371.0,0.318573836
372.0,0.318181375
373.0,0.317706821
374.0,0.318205398
375.0,0.318476184
376.0,0.318433136
377.0,0.317869556
378.0,0.317664444
379.0,0.317436223
380.0,0.31711121
381.0,0.316952156
382.0,0.316915181
383.0,0.316998698
384.0,0.317259192
385.0,0.3177058
386.0,0.317659365
387.0,0.316427003
388.0,0.316224632
389.0,0.316539971
390.0,0.317259031
391.0,0.316953231
392.0,0.316508558
393.0,0.316137514
394.0,0.316485395
395.0,0.316109164
396.0,0.315606664
397.0,0.315289041
398.0,0.315171047
399.0,0.315307958
400.0,0.315624104
401.0,0.314675748
402.0,0.314836414
403.0,0.315298204
404.0,0.314507961
405.0,0.314410766
406.0,0.314364896
407.0,0.31405563
408.0,0.313712532
409.0,0.313535932
410.0,0.313538216
411.0,0.313747815
412.0,0.313639468
413.0,0.313399047
414.0,0.313291023
415.0,0.313223656
416.0,0.313129497
417.0,0.312972782
418.0,0.312883003
419.0,0.312815475
420.0,0.312745716
421.0,0.312452626
422.0,0.312509057
423.0,0.312643012
424.0,0.312451766
425.0,0.312333746
426.0,0.312223653
427.0,0.312101386
428.0,0.312192025
429.0,0.312209679
430.0,0.312138469
431.0,0.312002069
432.0,0.31193403
433.0,0.311895979
434.0,0.311831568
435.0,0.311797763
436.0,0.311765114
437.0,0.311725398
438.0,0.311545814
439.0,0.311529745
440.0,0.311631051
441.0,0.311575266
442.0,0.311535039
443.0,0.311495242
444.0,0.311422231
445.0,0.311367709
446.0,0.311304775
447.0,0.311223596
448.0,0.311177807
449.0,0.311130835
450.0,0.311099341
451.0,0.311157008
452.0,0.311133065
453.0,0.3110887
454.0,0.311072899
455.0,0.310969121
456.0,0.310890172
457.0,0.310872222
458.0,0.31081176
459.0,0.310799426
460.0,0.310801657
461.0,0.310669475
462.0,0.310593643
463.0,0.310539792
464.0,0.31048355
465.0,0.310444102
466.0,0.310415296
467.0,0.310396405
468.0,0.310465196
469.0,0.310415081
470.0,0.310284404
471.0,0.310221792
472.0,0.310126022
473.0,0.310061422
474.0,0.310102912
475.0,0.310052017
476.0,0.309949502
477.0,0.309799665
478.0,0.30976054
479.0,0.309752425
480.0,0.309748958
481.0,0.309680489
482.0,0.309627901
483.0,0.30959055
484.0,0.309561636
485.0,0.309483278
486.0,0.309427197
487.0,0.309401964
488.0,0.309408575
489.0,0.309354966
490.0,0.309278328
491.0,0.309237617
492.0,0.309190753
493.0,0.309125481
494.0,0.309026083
495.0,0.308945871
496.0,0.308913088
497.0,0.308920235
498.0,0.308818257
499.0,0.308770291
500.0,0.308741243
501.0,0.308628463
502.0,0.308571602
503.0,0.308542285
504.0,0.308542473
505.0,0.308492116
506.0,0.308452346
507.0,0.308425958
508.0,0.308419965
509.0,0.308374821
510.0,0.308318283
511.0,0.308310382
512.0,0.308277545
513.0,0.308228128
