Composition,
Database of Origin,Unknown
Date Added,2021-03-20 18:08:52.003953
Formula,
Grain Size,
Locality,
Material Class,
Maximum Reflectance,1052.0
Minimum Reflectance,348.0
Other Information,
References,
Resolution,
Sample Description,
Sample ID,Amph_Nanophase_Hematite_s6fn18_Morris
Sample Name,Amph_Nanophase_Hematite_s6fn18_Morris
Sample Type,
Viewing Geometry,
filter,wavelength,solar_illuminated_response,response
L7,432.0,0.1142563783,0.1098015595
R1,436.0,0.1159856495,0.1116507344
L6,482.0,0.1771021572,0.1780597613
L5,535.0,0.2845288276,0.2883833816
L4,601.0,0.5174095134,0.5151662381
L3,673.0,0.6864256906,0.6870007271
L1,739.0,0.6282990507,0.669167544
L2,753.0,0.7672728211,0.7668855411
R2,754.0,0.7677907892,0.7674484285
R3,803.0,0.7843309702,0.7812837408
R4,864.0,0.7919859109,0.7888363136
R5,904.0,0.7917128284,0.7929957404
R6,934.0,0.7886461612,0.7879733444
R7,1009.0,0.7918450341,0.7871478809
filter,wavelength,solar_illuminated_response,response
p0,440.0,0.1198178371,0.1149660683
p5,670.0,0.6811124151,0.6825004214
p6,800.0,0.7831023478,0.7809556176
p7,860.0,0.7994305268,0.7888274168
p8,900.0,0.7911681937,0.7921704919
p9,930.0,0.7897941198,0.7893050699
p11,965.0,0.8002447984,0.7980602968
p10,1000.0,0.8067390323,0.8035861147
filter,wavelength,solar_illuminated_response,response
coastal_aerosol,443.0,0.1199310707,0.1187527884
blue,482.0,0.1792906212,0.1797618203
green,561.0,0.3727206311,0.3728430611
pan,589.0,0.4606591127,0.4701723534
red,655.0,0.6539194482,0.6544302295
nir,865.0,0.7901064515,0.7890883521
cirrus,1373.0,0.0,0.0
swir1,1609.0,0.0,0.0
swir2,2200.0,0.0,0.0
filter,wavelength,solar_illuminated_response,response
filter2_440nm_34mm,445.0,0.1740671022,0.1960677265
bayer_blue,495.0,0.2075260887,0.2131086187
filter1_525nm_34mm,527.0,0.2647854586,0.2737638289
bayer_green,554.0,0.3438245595,0.3484253756
bayer_red,640.0,0.5999091866,0.6048531257
filter4_675nm_34mm,676.0,0.6918423564,0.6915665816
filter3_750nm_34mm,751.0,0.7635431081,0.7635057347
filter3_800nm_100mm,805.0,0.7824639871,0.7802769835
filter5_865nm_34mm,867.0,0.7821192091,0.7862628593
filter4_905nm_100mm,908.0,0.7876556567,0.7910212062
filter5_935nm_100mm,937.0,0.7827233976,0.7850012789
filter6_1035nm_34mm,1012.0,0.7225107644,0.7134171609
filter,wavelength,solar_illuminated_response,response
L6,442.0,0.1213828836,0.116416741
L0B,482.0,0.1763685431,0.1757870225
L5,528.0,0.263638816,0.2674101131
L0G,544.0,0.3169402349,0.3210602825
L4,605.0,0.5252779813,0.523682165
L0R,630.0,0.5830825012,0.5888248273
L3,677.0,0.6929521787,0.6916696105
L2,754.0,0.7663631689,0.7658938223
L1,800.0,0.7822634949,0.7794554353
R2,866.0,0.7884558715,0.7876586536
R3,910.0,0.7896462012,0.791671278
R4,939.0,0.7857150304,0.78652763
R5,978.0,0.7991783286,0.7973207879
R6,1022.0,0.7106987866,0.6995086965
