Composition,
Database of Origin,Unknown
Date Added,2021-03-20 18:09:00.509668
Formula,
Grain Size,
Locality,
Material Class,
Maximum Reflectance,2500.0
Minimum Reflectance,350.0
Other Information,
References,
Resolution,
Sample Description,
Sample ID,Perchlor_MgPerchlorate_PRC003_HOSERLab
Sample Name,Perchlor_MgPerchlorate_PRC003_HOSERLab
Sample Type,
Viewing Geometry,
filter,wavelength,solar_illuminated_response,response
L7,432.0,0.9298521507,0.9293994023
R1,436.0,0.9303874043,0.9300175174
L6,482.0,0.9406648769,0.9406757616
L5,535.0,0.9471788776,0.9471893453
L4,601.0,0.9519642437,0.95196612
L3,673.0,0.9525249733,0.9525237897
L1,739.0,0.947698737,0.9466161368
L2,753.0,0.9480372027,0.94805086
R2,754.0,0.9481620805,0.9481766509
R3,803.0,0.9508542825,0.9508526857
R4,864.0,0.9485058074,0.9485045414
R5,904.0,0.9467548829,0.9467086647
R6,934.0,0.9364771577,0.9364078525
R7,1009.0,0.9251268749,0.9255851714
filter,wavelength,solar_illuminated_response,response
p0,440.0,0.9312899901,0.9309603944
p5,670.0,0.9525776132,0.9525754649
p6,800.0,0.9508370008,0.9508357897
p7,860.0,0.9481321775,0.948142016
p8,900.0,0.9470025758,0.9469347186
p9,930.0,0.9373010328,0.9371479191
p11,965.0,0.9089816143,0.9087377801
p10,1000.0,0.9246857903,0.9250447951
