Composition,
Database of Origin,Unknown
Date Added,2021-03-20 18:08:49.021866
Formula,
Grain Size,
Locality,
Material Class,
Maximum Reflectance,2560.0
Minimum Reflectance,395.1
Other Information,
References,
Resolution,
Sample Description,
Sample ID,CARB_Calcite_WS272_USGS
Sample Name,CARB_Calcite_WS272_USGS
Sample Type,
Viewing Geometry,
filter,wavelength,solar_illuminated_response,response
L7,432.0,0.9027512839,0.8887432295
R1,436.0,0.9097431778,0.8987789344
L6,482.0,0.9305278545,0.9344696641
L5,535.0,0.9505644865,0.9413697763
L4,601.0,0.9461402926,0.9452461088
L3,673.0,0.9493550854,0.9500306298
L1,739.0,0.9492550154,0.9500092862
L2,753.0,0.9513240816,0.9511435982
R2,754.0,0.951347391,0.9512918746
R3,803.0,0.9623386439,0.954916503
R4,864.0,0.9755711398,0.9603149146
R5,904.0,0.9578676763,0.9567222916
R6,934.0,0.9556672527,0.9555364943
R7,1009.0,0.9626471971,0.9619267695
filter,wavelength,solar_illuminated_response,response
p0,440.0,0.9170139128,0.9051868271
p5,670.0,0.9476547887,0.9491514938
p6,800.0,0.9609255109,0.9547750582
p7,860.0,0.9855524082,0.9597765483
p8,900.0,0.9577614542,0.9570181111
p9,930.0,0.9566683951,0.9556413425
p11,965.0,0.9614495845,0.9590880082
p10,1000.0,0.9614158709,0.9614898206
filter,wavelength,solar_illuminated_response,response
coastal_aerosol,443.0,0.9182858661,0.9136790529
blue,482.0,0.9357254294,0.9329274103
green,561.0,0.9438345357,0.9419180941
pan,589.0,0.9450174404,0.9432615629
red,655.0,0.9457448728,0.9457519608
nir,865.0,0.9737424553,0.9597142951
cirrus,1373.0,0.960698821,0.9598537747
swir1,1609.0,0.9595446707,0.9583936334
swir2,2200.0,0.8476851213,0.8444198364
filter,wavelength,solar_illuminated_response,response
filter2_440nm_34mm,445.0,0.9119509488,0.9030951568
bayer_blue,495.0,0.9337932585,0.933492969
filter1_525nm_34mm,527.0,0.9369746745,0.9383775571
bayer_green,554.0,0.9423268568,0.9414134889
bayer_red,640.0,0.9446376854,0.9457541063
filter4_675nm_34mm,676.0,0.949891028,0.9500206333
filter3_750nm_34mm,751.0,0.9506960913,0.9502375903
filter3_800nm_100mm,805.0,0.9622048607,0.9549927346
filter5_865nm_34mm,867.0,0.9616502695,0.9597067845
filter4_905nm_100mm,908.0,0.957945055,0.9548462701
filter5_935nm_100mm,937.0,0.9528041426,0.9552550966
filter6_1035nm_34mm,1012.0,0.9599931305,0.9615382439
filter,wavelength,solar_illuminated_response,response
L6,442.0,0.9197021071,0.9078983385
L0B,482.0,0.9291079198,0.9252648147
L5,528.0,0.9409987579,0.938616712
L0G,544.0,0.9404248806,0.9385174958
L4,605.0,0.9449183116,0.9431710653
L0R,630.0,0.9433752728,0.9437742711
L3,677.0,0.9488387949,0.9477124821
L2,754.0,0.9503148028,0.9498621588
L1,800.0,0.9608265185,0.9531881664
R2,866.0,0.9691584102,0.9593468876
R3,910.0,0.957430251,0.9538436149
R4,939.0,0.9515577733,0.9537333774
R5,978.0,0.9607906059,0.9573639896
R6,1022.0,0.9576878627,0.9605573173
