Composition,
Database of Origin,Unknown
Date Added,2021-03-20 18:08:50.642182
Formula,
Grain Size,
Locality,
Material Class,
Maximum Reflectance,2500.0
Minimum Reflectance,350.0
Other Information,
References,
Resolution,
Sample Description,
Sample ID,Oxide_MnO_ore_OREAS170A00000_Hardgrove
Sample Name,Oxide_MnO_ore_OREAS170A00000_Hardgrove
Sample Type,
Viewing Geometry,
filter,wavelength,solar_illuminated_response,response
L7,432.0,0.0288301932,0.0287885242
R1,436.0,0.0288792421,0.0288446794
L6,482.0,0.0297981206,0.0298022832
L5,535.0,0.0315840301,0.0315893904
L4,601.0,0.0348591605,0.0348612121
L3,673.0,0.0386749407,0.0386818009
L1,739.0,0.0416528004,0.0438798077
L2,753.0,0.04488587,0.0448951821
R2,754.0,0.0449738409,0.0449835684
R3,803.0,0.0488480577,0.048855048
R4,864.0,0.0525707993,0.0525697787
R5,904.0,0.0538551317,0.0538619727
R6,934.0,0.0546404587,0.0546438933
R7,1009.0,0.056897626,0.0569302745
filter,wavelength,solar_illuminated_response,response
p0,440.0,0.0289491037,0.0289173836
p5,670.0,0.0385169564,0.0385267276
p6,800.0,0.0486951496,0.0487074694
p7,860.0,0.0523695089,0.052372407
p8,900.0,0.0537305913,0.0537434492
p9,930.0,0.0545624826,0.0545703878
p11,965.0,0.0555826811,0.0555961062
p10,1000.0,0.0567064462,0.056723053
filter,wavelength,solar_illuminated_response,response
coastal_aerosol,443.0,0.0290742997,0.0290651434
blue,482.0,0.0298958668,0.0299059744
green,561.0,0.0327700183,0.0327791713
pan,589.0,0.0342302003,0.0343999572
red,655.0,0.0376014258,0.0376178184
nir,865.0,0.0525676744,0.052572062
cirrus,1373.0,0.067796401,0.0677951653
swir1,1609.0,0.0677023628,0.0677210265
swir2,2200.0,0.0720595581,0.0720086171
