Composition,
Database of Origin,Unknown
Date Added,2021-03-20 18:08:52.948076
Formula,
Grain Size,
Locality,
Material Class,
Maximum Reflectance,2600.0
Minimum Reflectance,300.0
Other Information,
References,
Resolution,
Sample Description,
Sample ID,Pyx_Hedenbergite_PYX010_En30.4_Fs18.7_Wo50.9_45-90microns_RELAB
Sample Name,Pyx_Hedenbergite_PYX010_En30.4_Fs18.7_Wo50.9_45-90microns_RELAB
Sample Type,
Viewing Geometry,
filter,wavelength,solar_illuminated_response,response
L7,432.0,0.0714203491,0.0711014336
R1,436.0,0.071740912,0.0714568482
L6,482.0,0.0871026936,0.087134209
L5,535.0,0.1092823394,0.109306237
L4,601.0,0.0974908797,0.0974743716
L3,673.0,0.0753696922,0.0753376626
L1,739.0,0.0753483765,0.071443859
L2,753.0,0.0596556756,0.0596441091
R2,754.0,0.0595452601,0.0595333207
R3,803.0,0.0564067217,0.0564053766
R4,864.0,0.0605915993,0.0605937174
R5,904.0,0.0616014181,0.0616048688
R6,934.0,0.0608986594,0.0608907175
R7,1009.0,0.0599514183,0.0599715142
filter,wavelength,solar_illuminated_response,response
p0,440.0,0.0725150987,0.0722248596
p5,670.0,0.0761853072,0.0761399068
p6,800.0,0.0564812326,0.0564785972
p7,860.0,0.0602542455,0.0602673456
p8,900.0,0.0614887261,0.0614949908
p9,930.0,0.0610217902,0.0610082873
p11,965.0,0.0596985621,0.0596918742
p10,1000.0,0.0598118977,0.0598204717
filter,wavelength,solar_illuminated_response,response
coastal_aerosol,443.0,0.0717356679,0.0726070611
blue,482.0,0.0880810598,0.0878743322
green,561.0,0.1078194686,0.1079623185
pan,589.0,0.0978961017,0.0968077843
red,655.0,0.081309201,0.080839431
nir,865.0,0.0600910313,0.0605293407
cirrus,1373.0,0.084844508,0.0849580974
swir1,1609.0,0.1381469153,0.1389299151
swir2,2200.0,0.3399234016,0.3415507109
