Composition,
Database of Origin,Unknown
Date Added,2021-03-20 18:08:54.984277
Formula,
Grain Size,
Locality,
Material Class,
Maximum Reflectance,2976.0
Minimum Reflectance,213.1
Other Information,
References,
Resolution,
Sample Description,
Sample ID,Sulfate_Copiapite_GDS21_USGS
Sample Name,Sulfate_Copiapite_GDS21_USGS
Sample Type,
Viewing Geometry,
filter,wavelength,solar_illuminated_response,response
L7,432.0,0.0746006305,0.0724780856
R1,436.0,0.0752341268,0.0731655328
L6,482.0,0.2044837485,0.2061893084
L5,535.0,0.3113033542,0.3083301179
L4,601.0,0.3739470325,0.3736434743
L3,673.0,0.4252867727,0.4256089272
L1,739.0,0.3485302299,0.3478618384
L2,753.0,0.3694166721,0.3692034527
R2,754.0,0.368183773,0.3680116871
R3,803.0,0.317244402,0.314702958
R4,864.0,0.2898049262,0.285270057
R5,904.0,0.2985902822,0.2983817338
R6,934.0,0.320676907,0.3208175295
R7,1009.0,0.4228436075,0.4238732899
filter,wavelength,solar_illuminated_response,response
p0,440.0,0.0784132631,0.0757374818
p5,670.0,0.4236912258,0.4243925547
p6,800.0,0.3188209841,0.316629871
p7,860.0,0.2931852252,0.285509969
p8,900.0,0.296684889,0.2967058158
p9,930.0,0.3185871331,0.3185804848
p11,965.0,0.3642355707,0.3639469994
p10,1000.0,0.4156930699,0.4164965755
