Composition,
Database of Origin,Unknown
Date Added,2021-03-20 18:08:56.453057
Formula,
Grain Size,
Locality,
Material Class,
Maximum Reflectance,2500.0
Minimum Reflectance,350.0
Other Information,
References,
Resolution,
Sample Description,
Sample ID,Sulfate_Alunite_Natro6_McCollom_Ehlmann
Sample Name,Sulfate_Alunite_Natro6_McCollom_Ehlmann
Sample Type,
Viewing Geometry,
Wavelength,Response
350.0,0.7383
351.0,0.7406
352.0,0.7309
353.0,0.7156
354.0,0.7346
355.0,0.7393
356.0,0.7421
357.0,0.7626
358.0,0.7497
359.0,0.744
360.0,0.748
361.0,0.7416
362.0,0.7467
363.0,0.75
364.0,0.7486
365.0,0.7564
366.0,0.7536
367.0,0.7478
368.0,0.7478
369.0,0.7497
370.0,0.7483
371.0,0.7457
372.0,0.7465
373.0,0.7529
374.0,0.7564
375.0,0.7583
376.0,0.767
377.0,0.7627
378.0,0.7557
379.0,0.7542
380.0,0.7558
381.0,0.755
382.0,0.7564
383.0,0.7628
384.0,0.7575
385.0,0.7567
386.0,0.7599
387.0,0.7577
388.0,0.758
389.0,0.7608
390.0,0.763
391.0,0.7594
392.0,0.7614
393.0,0.7652
394.0,0.7658
395.0,0.7627
396.0,0.7639
397.0,0.7684
398.0,0.7706
399.0,0.769
400.0,0.767
401.0,0.7657
402.0,0.764
403.0,0.7654
404.0,0.7689
405.0,0.7719
406.0,0.7705
407.0,0.7684
408.0,0.7684
409.0,0.7714
410.0,0.7711
411.0,0.7704
412.0,0.7705
413.0,0.7707
414.0,0.772
415.0,0.7731
416.0,0.7734
417.0,0.775
418.0,0.7736
419.0,0.772
420.0,0.7733
421.0,0.7734
422.0,0.7749
423.0,0.777
424.0,0.7763
425.0,0.775
426.0,0.775
427.0,0.7763
428.0,0.7755
429.0,0.7766
430.0,0.7786
431.0,0.7793
432.0,0.7787
433.0,0.7777
434.0,0.7769
435.0,0.7769
436.0,0.778
437.0,0.779
438.0,0.7797
439.0,0.7808
440.0,0.7806
441.0,0.7803
442.0,0.7811
443.0,0.7812
444.0,0.7807
445.0,0.7805
446.0,0.7825
447.0,0.7828
448.0,0.7826
449.0,0.7831
450.0,0.7834
451.0,0.7839
452.0,0.7843
453.0,0.7843
454.0,0.7841
455.0,0.7836
456.0,0.7835
457.0,0.785
458.0,0.7852
459.0,0.7852
460.0,0.7859
461.0,0.7858
462.0,0.7857
463.0,0.7858
464.0,0.7858
465.0,0.787
466.0,0.7883
467.0,0.7888
468.0,0.7875
469.0,0.7877
470.0,0.7882
471.0,0.788
472.0,0.7887
473.0,0.789
474.0,0.7893
475.0,0.7907
476.0,0.7911
477.0,0.7905
478.0,0.7898
479.0,0.7897
480.0,0.7904
481.0,0.791
482.0,0.7909
483.0,0.7917
484.0,0.7926
485.0,0.7929
486.0,0.7927
487.0,0.792
488.0,0.7918
489.0,0.7924
490.0,0.7926
491.0,0.7936
492.0,0.7945
493.0,0.794
494.0,0.7941
495.0,0.7943
496.0,0.7945
497.0,0.7945
498.0,0.795
499.0,0.7956
500.0,0.7959
501.0,0.7961
502.0,0.7962
503.0,0.796
504.0,0.7956
505.0,0.7959
506.0,0.7963
507.0,0.7965
508.0,0.7966
509.0,0.7966
510.0,0.7968
511.0,0.7974
512.0,0.7975
513.0,0.7977
514.0,0.7981
515.0,0.7983
516.0,0.7984
517.0,0.7984
518.0,0.7984
519.0,0.7987
520.0,0.7989
521.0,0.7991
522.0,0.7997
523.0,0.7995
524.0,0.7996
525.0,0.8
