Composition,
Database of Origin,Unknown
Date Added,2021-03-20 18:09:01.135534
Formula,
Grain Size,
Locality,
Material Class,
Maximum Reflectance,2685.0
Minimum Reflectance,300.0
Other Information,
References,
Resolution,
Sample Description,
Sample ID,OLV_Fo1_c1po58_RELAB
Sample Name,OLV_Fo1_c1po58_RELAB
Sample Type,
Viewing Geometry,
filter,wavelength,solar_illuminated_response,response
L7,432.0,0.1436938899,0.1421944259
R1,436.0,0.1452712796,0.1439814247
L6,482.0,0.1906099655,0.1907045084
L5,535.0,0.249249111,0.2493645473
L4,601.0,0.2869424541,0.2869519987
L3,673.0,0.3080385979,0.3080487743
L1,739.0,0.2752540143,0.2731460393
L2,753.0,0.3063363472,0.3063209574
R2,754.0,0.3062061935,0.3061895774
R3,803.0,0.2902916236,0.2902465354
R4,864.0,0.2571357467,0.2571552944
R5,904.0,0.2386979004,0.2385843153
R6,934.0,0.2257359847,0.2256883605
R7,1009.0,0.1996381065,0.1994082723
filter,wavelength,solar_illuminated_response,response
p0,440.0,0.1481946063,0.146977403
p5,670.0,0.3074769325,0.3074971417
p6,800.0,0.2911729857,0.291095956
p7,860.0,0.2594498892,0.2594352852
p8,900.0,0.240563997,0.2403591034
p9,930.0,0.2270633522,0.2269433622
p11,965.0,0.213183371,0.2130128243
p10,1000.0,0.2008089524,0.2006677754
filter,wavelength,solar_illuminated_response,response
coastal_aerosol,443.0,0.1503542021,0.1519848579
blue,482.0,0.191184803,0.1907651492
green,561.0,0.268060253,0.2686882414
pan,589.0,0.2762551722,0.2770295615
red,655.0,0.3048839453,0.3035310323
nir,865.0,0.2551484454,0.2570170336
cirrus,1373.0,0.2335323774,0.2338285292
swir1,1609.0,0.35229307,0.354117738
swir2,2200.0,0.4344149873,0.4339843959
filter,wavelength,solar_illuminated_response,response
filter2_440nm_34mm,445.0,0.1638862864,0.1665050441
bayer_blue,495.0,0.2025081255,0.2032096554
filter1_525nm_34mm,527.0,0.2413712314,0.2408642528
bayer_green,554.0,0.256765316,0.2574718247
bayer_red,640.0,0.2956262332,0.296306438
filter4_675nm_34mm,676.0,0.3083074016,0.3083149515
filter3_750nm_34mm,751.0,0.3058587464,0.305816752
filter3_800nm_100mm,805.0,0.2887559402,0.2887661475
filter5_865nm_34mm,867.0,0.2550976149,0.2551198058
filter4_905nm_100mm,908.0,0.2363816294,0.2363327023
filter5_935nm_100mm,937.0,0.2241241488,0.2239460388
filter6_1035nm_34mm,1012.0,0.1972268849,0.1965453444
filter,wavelength,solar_illuminated_response,response
L6,442.0,0.1508390219,0.1497187286
L0B,482.0,0.1864073111,0.1856775882
L5,528.0,0.2422844719,0.2420518373
L0G,544.0,0.2484530811,0.2491492535
L4,605.0,0.2870948692,0.2869156419
L0R,630.0,0.2921589769,0.2929318833
L3,677.0,0.3079361128,0.3077182469
L2,754.0,0.3057985006,0.3056941021
L1,800.0,0.2902932951,0.2902157364
R2,866.0,0.2559632206,0.2559717961
R3,910.0,0.2355947156,0.2355048778
R4,939.0,0.2227519206,0.2227233685
R5,978.0,0.2076196259,0.207641151
R6,1022.0,0.1947798022,0.1946409391
