Composition,
Database of Origin,Unknown
Date Added,2021-03-20 18:08:58.289275
Formula,
Grain Size,
Locality,
Material Class,
Maximum Reflectance,2600.0
Minimum Reflectance,300.0
Other Information,
References,
Resolution,
Sample Description,
Sample ID,Sulfate_Rozenite_casf58_RELAB
Sample Name,Sulfate_Rozenite_casf58_RELAB
Sample Type,
Viewing Geometry,
filter,wavelength,solar_illuminated_response,response
L7,432.0,0.1628890291,0.1624644248
R1,436.0,0.1633056493,0.1629432743
L6,482.0,0.1744902412,0.1745058658
L5,535.0,0.1865089295,0.1865378176
L4,601.0,0.2012594607,0.2012730165
L3,673.0,0.2164940541,0.2165174944
L1,739.0,0.2188152381,0.2245989762
L2,753.0,0.232620777,0.2326402426
R2,754.0,0.2328004616,0.2328207996
R3,803.0,0.2388768899,0.2388860306
R4,864.0,0.2432987381,0.2433036284
R5,904.0,0.2453862265,0.2454029576
R6,934.0,0.2471749927,0.247184062
R7,1009.0,0.2543298148,0.2544175079
filter,wavelength,solar_illuminated_response,response
p0,440.0,0.1639908104,0.1636415597
p5,670.0,0.2159685027,0.2160015354
p6,800.0,0.238754809,0.2387700089
p7,860.0,0.2431813523,0.2431898299
p8,900.0,0.2452130096,0.2452371411
p9,930.0,0.2470180676,0.2470368755
p11,965.0,0.2499829267,0.2500299483
p10,1000.0,0.2538502329,0.2538962085
filter,wavelength,solar_illuminated_response,response
coastal_aerosol,443.0,0.1622962535,0.1643247165
blue,482.0,0.1751733638,0.1745591213
green,561.0,0.1919674967,0.1923556511
pan,589.0,0.1988600016,0.1990208668
red,655.0,0.2139129207,0.212952867
nir,865.0,0.2416411071,0.2433978872
cirrus,1373.0,0.2606534848,0.2609622442
swir1,1609.0,0.2573089615,0.2581668769
swir2,2200.0,0.2352043596,0.2350973331
filter,wavelength,solar_illuminated_response,response
filter2_440nm_34mm,445.0,0.1703607647,0.1739307399
bayer_blue,495.0,0.1772721202,0.1777724349
filter1_525nm_34mm,527.0,0.1852434526,0.1860393467
bayer_green,554.0,0.1900551251,0.1905895243
bayer_red,640.0,0.2084513297,0.2088764561
filter4_675nm_34mm,676.0,0.2171819737,0.2172100179
filter3_750nm_34mm,751.0,0.2320722525,0.2321782492
filter3_800nm_100mm,805.0,0.2389767504,0.2390697573
filter5_865nm_34mm,867.0,0.2429617818,0.2431805447
filter4_905nm_100mm,908.0,0.2451312459,0.2454140351
filter5_935nm_100mm,937.0,0.2466786318,0.2470903145
filter6_1035nm_34mm,1012.0,0.254629146,0.255351878
filter,wavelength,solar_illuminated_response,response
L6,442.0,0.1641180052,0.1637311982
L0B,482.0,0.1731856181,0.1729357501
L5,528.0,0.1847723012,0.1846757705
L0G,544.0,0.1876284272,0.1878042592
L4,605.0,0.2017509385,0.2016802876
L0R,630.0,0.2069449513,0.207344925
L3,677.0,0.2172928341,0.2172109798
L2,754.0,0.2326170965,0.2325899017
L1,800.0,0.2384900853,0.2384854122
R2,866.0,0.243128177,0.243173257
R3,910.0,0.2453720363,0.245452075
R4,939.0,0.2470066365,0.247131281
R5,978.0,0.2506604665,0.2508549191
R6,1022.0,0.2553707611,0.2557516166
