Composition,
Database of Origin,Unknown
Date Added,2021-03-20 18:08:54.984277
Formula,
Grain Size,
Locality,
Material Class,
Maximum Reflectance,2976.0
Minimum Reflectance,213.1
Other Information,
References,
Resolution,
Sample Description,
Sample ID,Sulfate_Copiapite_GDS21_USGS
Sample Name,Sulfate_Copiapite_GDS21_USGS
Sample Type,
Viewing Geometry,
filter,wavelength,solar_illuminated_response,response
L7,432.0,0.0746006305,0.0724780856
R1,436.0,0.0752341268,0.0731655328
L6,482.0,0.2044837485,0.2061893084
L5,535.0,0.3113033542,0.3083301179
L4,601.0,0.3739470325,0.3736434743
L3,673.0,0.4252867727,0.4256089272
L1,739.0,0.3485302299,0.3478618384
L2,753.0,0.3694166721,0.3692034527
R2,754.0,0.368183773,0.3680116871
R3,803.0,0.317244402,0.314702958
R4,864.0,0.2898049262,0.285270057
R5,904.0,0.2985902822,0.2983817338
R6,934.0,0.320676907,0.3208175295
R7,1009.0,0.4228436075,0.4238732899
filter,wavelength,solar_illuminated_response,response
p0,440.0,0.0784132631,0.0757374818
p5,670.0,0.4236912258,0.4243925547
p6,800.0,0.3188209841,0.316629871
p7,860.0,0.2931852252,0.285509969
p8,900.0,0.296684889,0.2967058158
p9,930.0,0.3185871331,0.3185804848
p11,965.0,0.3642355707,0.3639469994
p10,1000.0,0.4156930699,0.4164965755
filter,wavelength,solar_illuminated_response,response
coastal_aerosol,443.0,0.0706163401,0.0699131974
blue,482.0,0.2032949601,0.2042025999
green,561.0,0.3321142556,0.3316858519
pan,589.0,0.3586900336,0.3610802654
red,655.0,0.4164454925,0.4166219517
nir,865.0,0.2896512402,0.2854796151
cirrus,1373.0,0.4896567388,0.489176336
swir1,1609.0,0.2580243386,0.2573391466
swir2,2200.0,0.1459127921,0.1468207462
filter,wavelength,solar_illuminated_response,response
filter2_440nm_34mm,445.0,0.1056492107,0.1195510406
bayer_blue,495.0,0.2234874154,0.2256789993
filter1_525nm_34mm,527.0,0.3025724908,0.3043819449
bayer_green,554.0,0.3204440918,0.3221441516
bayer_red,640.0,0.3978522976,0.3998347606
filter4_675nm_34mm,676.0,0.4260226918,0.4261020262
filter3_750nm_34mm,751.0,0.3707473082,0.3706717131
filter3_800nm_100mm,805.0,0.3148767866,0.3125286173
filter5_865nm_34mm,867.0,0.2860011602,0.2856098528
filter4_905nm_100mm,908.0,0.3013980076,0.3006644443
filter5_935nm_100mm,937.0,0.3246782329,0.3258636817
filter6_1035nm_34mm,1012.0,0.4382084936,0.4419268928
filter,wavelength,solar_illuminated_response,response
L6,442.0,0.0710826634,0.0690778974
L0B,482.0,0.1822088822,0.1804788322
L5,528.0,0.303849433,0.3030467504
L0G,544.0,0.3064535214,0.3073078551
L4,605.0,0.3756274604,0.3750400263
L0R,630.0,0.3911878511,0.3934058437
L3,677.0,0.4253988354,0.4249787376
L2,754.0,0.3673598473,0.3671217779
L1,800.0,0.3175940536,0.3150380309
R2,866.0,0.2879197161,0.2850280104
R3,910.0,0.30183087,0.3008323773
R4,939.0,0.3259898683,0.3270026533
R5,978.0,0.3818388457,0.3808449109
R6,1022.0,0.4452402764,0.4486165132
