Composition,
Database of Origin,Unknown
Date Added,2021-03-20 18:08:47.508610
Formula,
Grain Size,
Locality,
Material Class,
Maximum Reflectance,2560.0
Minimum Reflectance,395.1
Other Information,
References,
Resolution,
Sample Description,
Sample ID,Phyllo_Lizardite_NMNHR4687-b-165_USGS
Sample Name,Phyllo_Lizardite_NMNHR4687-b-165_USGS
Sample Type,
Viewing Geometry,
Wavelength,Response
395.1,0.321081
397.1,0.32973
399.1,0.334663
401.1,0.332955
403.1,0.331633
405.1,0.333007
407.1,0.3352
409.1,0.334515
411.1,0.329125
412.8,0.333355
415.8,0.332881
418.8,0.329178
421.8,0.335927
424.8,0.331411
427.8,0.330712
430.8,0.328535
433.8,0.327245
436.8,0.331231
439.8,0.329524
442.8,0.336449
445.8,0.334372
448.8,0.342534
451.3,0.343953
453.3,0.344811
455.3,0.343289
457.3,0.341767
459.3,0.348415
461.3,0.347673
463.3,0.346384
465.3,0.358449
467.3,0.364182
469.3,0.37614
471.3,0.388082
473.3,0.388689
475.3,0.404442
477.3,0.409733
479.3,0.41697
481.3,0.422606
483.3,0.423345
485.3,0.425417
487.3,0.426042
489.3,0.435164
491.3,0.435922
493.3,0.436454
495.3,0.44511
497.3,0.448219
499.3,0.449744
501.3,0.452657
503.3,0.458068
505.3,0.464717
507.3,0.462369
509.3,0.475988
511.3,0.473729
513.3,0.480233
515.3,0.482536
517.3,0.492052
519.3,0.494672
521.3,0.497731
523.3,0.510004
525.3,0.511511
527.3,0.508753
529.3,0.514009
531.3,0.520723
533.3,0.520281
535.3,0.514041
537.3,0.52814
539.3,0.519999
541.3,0.535112
543.3,0.538441
545.3,0.533672
547.3,0.541519
549.3,0.551165
551.3,0.549039
553.3,0.553439
555.3,0.552181
557.3,0.555134
559.3,0.55842
561.3,0.559684
563.3,0.561245
565.3,0.567655
567.3,0.565891
569.3,0.566647
571.3,0.572185
573.3,0.577604
575.3,0.580619
577.3,0.58072
579.3,0.58349
581.3,0.579794
583.3,0.586707
585.3,0.576428
587.3,0.589401
589.3,0.589677
591.3,0.591124
593.3,0.592605
595.3,0.598889
597.3,0.598799
599.3,0.600518
601.1,0.600348
602.7,0.605571
604.3,0.603237
605.9,0.602638
607.5,0.600254
609.1,0.608974
610.7,0.610973
612.3,0.610521
613.9,0.610196
615.5,0.612403
617.1,0.608922
618.7,0.609279
620.3,0.615287
621.9,0.611614
623.5,0.607945
625.1,0.613507
626.7,0.617001
628.3,0.61406
629.9,0.613563
631.7,0.621607
633.7,0.611893
635.7,0.623121
637.7,0.61532
639.7,0.617791
641.7,0.617243
643.7,0.62275
645.7,0.619679
647.7,0.623072
649.7,0.617018
651.7,0.619452
653.7,0.623961
655.7,0.625516
657.7,0.619907
659.7,0.619055
661.7,0.626806
663.7,0.626891
665.7,0.631706
667.7,0.627506
670.2,0.626439
673.2,0.62905
676.2,0.625989
679.2,0.632899
682.2,0.635562
685.2,0.641654
688.2,0.650354
691.2,0.63998
694.2,0.647587
697.2,0.646655
700.2,0.642244
702.0,0.648242
704.0,0.651827
706.0,0.659694
708.0,0.650868
710.0,0.651499
712.0,0.651118
714.0,0.659378
716.0,0.659827
718.0,0.654912
720.0,0.663156
722.0,0.661429
724.0,0.65949
726.0,0.665586
728.0,0.660415
730.0,0.667791
732.0,0.661915
734.0,0.666519
736.0,0.664607
738.0,0.662522
740.0,0.667787
742.0,0.664408
744.0,0.673493
746.0,0.663772
748.0,0.673561
750.5,0.672646
753.5,0.676885
756.5,0.671907
759.5,0.669753
762.5,0.680012
765.5,0.67722
768.5,0.680843
771.5,0.684186
774.5,0.69205
777.5,0.693934
781.0,0.690779
785.0,0.691227
789.0,0.693125
793.0,0.702272
797.0,0.700371
801.5,0.699345
806.5,0.705416
811.5,0.698005
816.5,0.703884
822.0,0.706644
828.0,0.70926
835.0,0.708368
843.0,0.709348
851.0,0.69972
859.0,0.692928
871.0,0.68992
883.0,0.686573
894.0,0.684523
904.0,0.684543
914.0,0.682989
924.0,0.667121
933.0,0.66879
941.0,0.67543
949.0,0.671438
957.0,0.660464
964.0,0.664085
970.0,0.671652
976.0,0.673432
982.0,0.664383
988.0,0.674103
994.0,0.667315
1000.0,0.66526
1006.0,0.666262
1012.0,0.657147
1018.0,0.652246
1023.5,0.662702
1028.5,0.657296
1033.5,0.66228
1038.5,0.662219
1043.5,0.663002
1048.5,0.65192
1053.5,0.651761
1058.5,0.657145
1063.5,0.658157
1068.5,0.648734
1073.5,0.657975
1078.5,0.657089
1083.5,0.658635
1088.5,0.64719
1093.5,0.653861
1098.5,0.656353
1103.5,0.652899
1108.5,0.650601
1113.5,0.650304
1118.5,0.644818
1123.5,0.654741
1128.5,0.652704
1133.5,0.656168
1138.5,0.650262
1143.5,0.647551
1148.5,0.650804
1153.5,0.655417
1158.5,0.651619
1163.5,0.660568
1168.5,0.660129
1173.5,0.660627
1178.5,0.661479
1183.5,0.657219
1188.5,0.663476
1193.5,0.664559
1198.5,0.658631
1203.5,0.667743
1208.5,0.670059
1213.5,0.673282
1218.5,0.668068
1223.5,0.670945
1228.5,0.673399
1233.5,0.677582
1238.5,0.678006
1243.5,0.679198
1248.5,0.683538
1253.5,0.680287
1258.5,0.681207
1263.5,0.684926
1268.5,0.682881
1273.5,0.676327
1278.5,0.679951
1283.5,0.678366
1288.5,0.679291
1293.5,0.691161
1298.5,0.69701
1303.5,0.694655
1308.5,0.694207
1313.5,0.702815
1318.5,0.7055
1323.5,0.707403
1328.5,0.704778
1333.5,0.71392
1338.5,0.713641
1343.5,0.71025
1348.5,0.703959
1353.5,0.686202
1358.5,0.663053
1363.5,0.667897
1368.5,0.689519
1373.5,0.687837
1378.5,0.609525
1383.5,0.51296
1388.5,0.520355
1393.5,0.495368
1398.5,0.484398
1403.5,0.561356
1408.5,0.649724
1413.5,0.680547
1418.5,0.675965
1423.5,0.672717
1428.5,0.675995
1433.5,0.683168
1438.5,0.698262
1443.5,0.698654
1448.5,0.704965
1453.5,0.712179
1458.5,0.714023
1463.5,0.714147
1468.5,0.720779
1473.5,0.7222
1478.5,0.732076
1483.5,0.724159
1488.5,0.728657
1493.5,0.734674
1498.5,0.746745
1503.5,0.746409
1508.5,0.736764
1513.5,0.736002
1518.5,0.739028
1523.5,0.746136
1528.5,0.749143
1534.0,0.754421
1540.0,0.748902
1546.0,0.751265
1552.0,0.757491
1558.0,0.755715
1564.0,0.760741
1570.5,0.772272
1577.5,0.762397
1584.5,0.761817
1591.5,0.772174
1598.5,0.765163
1605.5,0.768717
1612.5,0.77657
1619.5,0.771681
1626.5,0.769406
1633.5,0.768266
1640.5,0.777989
1647.5,0.773558
