Composition,
Database of Origin,Unknown
Date Added,2021-03-20 18:09:00.143988
Formula,
Grain Size,
Locality,
Material Class,
Maximum Reflectance,2500.0
Minimum Reflectance,350.0
Other Information,
References,
Resolution,
Sample Description,
Sample ID,Perchlor_FePerchlorate_PRC002_HOSERLab
Sample Name,Perchlor_FePerchlorate_PRC002_HOSERLab
Sample Type,
Viewing Geometry,
filter,wavelength,solar_illuminated_response,response
L7,432.0,0.2949389351,0.2900080842
R1,436.0,0.3001943636,0.2958686391
L6,482.0,0.4017661917,0.4018543211
L5,535.0,0.4570969975,0.4571997181
L4,601.0,0.5100485975,0.5100683848
L3,673.0,0.4988601068,0.4987878819
L1,739.0,0.4760529303,0.4793459014
L2,753.0,0.4493895972,0.4493675232
R2,754.0,0.4491633563,0.4491412656
R3,803.0,0.4566473939,0.456691387
R4,864.0,0.491313263,0.4912972401
R5,904.0,0.512927278,0.5130414216
R6,934.0,0.5236419573,0.5236680929
R7,1009.0,0.5114323199,0.51158823
filter,wavelength,solar_illuminated_response,response
p0,440.0,0.3091062747,0.3051568097
p5,670.0,0.5004066889,0.5003071476
p6,800.0,0.4558654126,0.4559369041
p7,860.0,0.4889040464,0.4889312448
p8,900.0,0.5108176013,0.5110311599
p9,930.0,0.5225078391,0.5225829682
p11,965.0,0.5222423184,0.5220995704
p10,1000.0,0.508748954,0.5087220562
