Composition,
Database of Origin,Unknown
Date Added,2021-03-20 18:08:49.217050
Formula,
Grain Size,
Locality,
Material Class,
Maximum Reflectance,2560.0
Minimum Reflectance,395.1
Other Information,
References,
Resolution,
Sample Description,
Sample ID,CARB_Siderite_HS271-3B_USGS
Sample Name,CARB_Siderite_HS271-3B_USGS
Sample Type,
Viewing Geometry,
Wavelength,Response
395.1,0.03592
397.1,0.035689
399.1,0.036495
401.1,0.037254
403.1,0.036933
405.1,0.038032
407.1,0.038551
409.1,0.038099
411.1,0.039106
412.8,0.039527
415.8,0.039455
418.8,0.040594
421.8,0.04029
424.8,0.040864
427.8,0.041599
430.8,0.042203
433.8,0.042818
436.8,0.04327
439.8,0.043723
442.8,0.044366
445.8,0.044514
448.8,0.04537
451.3,0.045559
453.3,0.047482
455.3,0.046562
457.3,0.047368
459.3,0.047272
461.3,0.047195
463.3,0.048787
465.3,0.048364
467.3,0.049336
469.3,0.049887
471.3,0.050655
473.3,0.050401
475.3,0.050819
477.3,0.051599
479.3,0.051821
481.3,0.051343
483.3,0.052288
485.3,0.051881
487.3,0.052931
489.3,0.052741
491.3,0.0551
493.3,0.054737
495.3,0.055781
497.3,0.056339
499.3,0.057076
501.3,0.056863
503.3,0.058253
505.3,0.058224
507.3,0.058791
509.3,0.058828
511.3,0.060369
513.3,0.060229
515.3,0.061545
517.3,0.061596
519.3,0.06316
521.3,0.062689
523.3,0.064167
525.3,0.064956
527.3,0.065505
529.3,0.066328
531.3,0.067004
533.3,0.068037
535.3,0.069198
537.3,0.070085
539.3,0.070912
541.3,0.071958
543.3,0.072792
545.3,0.074156
547.3,0.075467
549.3,0.076023
551.3,0.077701
553.3,0.078226
555.3,0.07987
557.3,0.080444
559.3,0.082668
561.3,0.083109
563.3,0.08458
565.3,0.086199
567.3,0.087129
569.3,0.088477
571.3,0.08973
573.3,0.091292
575.3,0.091911
577.3,0.093293
579.3,0.094786
581.3,0.096204
583.3,0.097743
585.3,0.099017
587.3,0.10096
589.3,0.10098
591.3,0.103381
593.3,0.102984
595.3,0.104504
597.3,0.105966
599.3,0.106297
601.1,0.10831
602.7,0.108359
604.3,0.108839
605.9,0.109377
607.5,0.110881
609.1,0.112433
610.7,0.112265
612.3,0.113618
613.9,0.113457
615.5,0.114611
617.1,0.11602
618.7,0.116464
620.3,0.117229
621.9,0.117882
623.5,0.118122
625.1,0.120055
626.7,0.120422
628.3,0.121506
629.9,0.121966
631.7,0.122546
633.7,0.124078
635.7,0.124325
637.7,0.125351
