Composition,
Database of Origin,Unknown
Date Added,2021-03-20 18:08:49.217050
Formula,
Grain Size,
Locality,
Material Class,
Maximum Reflectance,2560.0
Minimum Reflectance,395.1
Other Information,
References,
Resolution,
Sample Description,
Sample ID,CARB_Siderite_HS271-3B_USGS
Sample Name,CARB_Siderite_HS271-3B_USGS
Sample Type,
Viewing Geometry,
filter,wavelength,solar_illuminated_response,response
L7,432.0,0.0433590631,0.04256304
R1,436.0,0.0438065477,0.0431540955
L6,482.0,0.0518908541,0.0521408133
L5,535.0,0.069891853,0.0692459504
L4,601.0,0.1081150615,0.1080421214
L3,673.0,0.1425797883,0.1427310896
L1,739.0,0.1331363089,0.1380910635
L2,753.0,0.1787241491,0.1787223608
R2,754.0,0.1790169092,0.1790398156
R3,803.0,0.1857877607,0.1843413051
R4,864.0,0.1588752254,0.1562988374
R5,904.0,0.1337380722,0.1334282669
R6,934.0,0.1172905799,0.1171844381
R7,1009.0,0.0987113252,0.0985308143
filter,wavelength,solar_illuminated_response,response
p0,440.0,0.0444601881,0.0437473837
p5,670.0,0.1410876301,0.1413793563
p6,800.0,0.1856017003,0.1843964971
p7,860.0,0.163703139,0.1592696164
p8,900.0,0.1356019554,0.1352511202
p9,930.0,0.1190744516,0.1187688324
p11,965.0,0.1061673862,0.1057894336
p10,1000.0,0.0987407575,0.0986609003
filter,wavelength,solar_illuminated_response,response
coastal_aerosol,443.0,0.0445352023,0.0442888654
blue,482.0,0.0527689462,0.0526873349
green,561.0,0.0839469805,0.083925877
pan,589.0,0.0992939123,0.1009478927
red,655.0,0.1336779755,0.1338111088
nir,865.0,0.1585462023,0.156102895
cirrus,1373.0,0.1338566529,0.133771944
swir1,1609.0,0.387970172,0.3887277616
swir2,2200.0,0.5142302689,0.5133554383
filter,wavelength,solar_illuminated_response,response
filter2_440nm_34mm,445.0,0.0530305381,0.056443066
bayer_blue,495.0,0.0573158681,0.0579674071
filter1_525nm_34mm,527.0,0.0662842767,0.0670583501
bayer_green,554.0,0.0794210978,0.0801610307
bayer_red,640.0,0.1236660428,0.1247627127
filter4_675nm_34mm,676.0,0.1440610703,0.1441380079
filter3_750nm_34mm,751.0,0.1775130738,0.1775128071
filter3_800nm_100mm,805.0,0.1848563423,0.1835654417
filter5_865nm_34mm,867.0,0.1539758044,0.1537481564
filter4_905nm_100mm,908.0,0.1308571335,0.1304768465
filter5_935nm_100mm,937.0,0.1147888094,0.1151108415
filter6_1035nm_34mm,1012.0,0.0973715048,0.0973829763
filter,wavelength,solar_illuminated_response,response
L6,442.0,0.0445302781,0.0438701145
L0B,482.0,0.0524675108,0.0522796461
L5,528.0,0.0661232484,0.0659176743
L0G,544.0,0.0749177899,0.0753805713
L4,605.0,0.1092583213,0.1091113735
L0R,630.0,0.1204921533,0.1216396158
L3,677.0,0.1444879891,0.1444076071
L2,754.0,0.1787355439,0.1787263853
L1,800.0,0.1854558887,0.1840598075
R2,866.0,0.1564626688,0.154852095
R3,910.0,0.1300509083,0.129498962
R4,939.0,0.1139111556,0.1141478429
R5,978.0,0.1029093801,0.1025867631
R6,1022.0,0.0963007516,0.0965982211
