Composition,
Database of Origin,Unknown
Date Added,2021-03-20 18:08:48.709366
Formula,
Grain Size,
Locality,
Material Class,
Maximum Reflectance,2500.0
Minimum Reflectance,350.0
Other Information,
References,
Resolution,
Sample Description,
Sample ID,Ice_WaterIce_WS08_HOSERLab
Sample Name,Ice_WaterIce_WS08_HOSERLab
Sample Type,
Viewing Geometry,
filter,wavelength,solar_illuminated_response,response
L7,432.0,0.3118840901,0.3119700837
R1,436.0,0.3117828209,0.3118521328
L6,482.0,0.3096558929,0.3096523797
L5,535.0,0.3073223653,0.3073170433
L4,601.0,0.3055612523,0.3055592906
L3,673.0,0.3035183143,0.3035149213
L1,739.0,0.3010526455,0.2992055901
L2,753.0,0.2997948958,0.2997890086
R2,754.0,0.2997395093,0.2997333302
R3,803.0,0.2972871396,0.2972837009
R4,864.0,0.2948525537,0.2948542584
R5,904.0,0.2923282639,0.292323857
R6,934.0,0.2912233838,0.2912096873
R7,1009.0,0.2741981513,0.2741185364
filter,wavelength,solar_illuminated_response,response
p0,440.0,0.3116187864,0.3116809981
p5,670.0,0.3035912429,0.3035863478
p6,800.0,0.2973790402,0.2973726214
p7,860.0,0.2951251225,0.295123137
p8,900.0,0.2925130446,0.2924985865
p9,930.0,0.2912549147,0.2912292646
p11,965.0,0.2841845651,0.2840579648
p10,1000.0,0.2739128887,0.2738030652
