Composition,
Database of Origin,Unknown
Date Added,2021-03-20 18:08:59.084738
Formula,
Grain Size,
Locality,
Material Class,
Maximum Reflectance,2505.0
Minimum Reflectance,405.0
Other Information,
References,
Resolution,
Sample Description,
Sample ID,Chloride_Kainite_NMNH83904_Crowley
Sample Name,Chloride_Kainite_NMNH83904_Crowley
Sample Type,
Viewing Geometry,
filter,wavelength,solar_illuminated_response,response
L7,432.0,0.7198222958,0.7138043145
R1,436.0,0.7297180505,0.7261708379
L6,482.0,0.7770434787,0.7770624491
L5,535.0,0.8050995796,0.8051528203
L4,601.0,0.8242847613,0.8242918705
L3,673.0,0.8302485523,0.8302501254
L1,739.0,0.8210359974,0.8215183978
L2,753.0,0.8309997027,0.8309996829
R2,754.0,0.8309997725,0.8309997886
R3,803.0,0.8281956476,0.8286353631
R4,864.0,0.8392530307,0.8264481237
R5,904.0,0.824425034,0.8249242337
R6,934.0,0.8253795655,0.8245248273
R7,1009.0,0.79331458,0.7921565867
filter,wavelength,solar_illuminated_response,response
p0,440.0,0.7397945095,0.7375690148
p5,670.0,0.8301069473,0.8301133506
p6,800.0,0.828794111,0.8289152302
p7,860.0,0.8454484001,0.8266307346
p8,900.0,0.8244477879,0.8248057781
p9,930.0,0.8253192661,0.8243877558
p11,965.0,0.8130514171,0.8119889222
p10,1000.0,0.7917622542,0.790667244
filter,wavelength,solar_illuminated_response,response
coastal_aerosol,443.0,0.749407749,0.749037484
blue,482.0,0.7769039626,0.7770763226
green,561.0,0.8146602311,0.8147197043
pan,589.0,0.8175184193,0.8181995154
red,655.0,0.829014296,0.8290402935
nir,865.0,0.8365462029,0.8261345376
cirrus,1373.0,0.6336331425,0.6337982105
swir1,1609.0,0.4104721286,0.4113532006
swir2,2200.0,0.2698444511,0.2724071832
