Composition,
Database of Origin,Unknown
Date Added,2021-03-20 18:08:57.094329
Formula,
Grain Size,
Locality,
Material Class,
Maximum Reflectance,2500.0
Minimum Reflectance,350.0
Other Information,
References,
Resolution,
Sample Description,
Sample ID,Sulfate_Hexahydrite_SPT142_HOSERLab
Sample Name,Sulfate_Hexahydrite_SPT142_HOSERLab
Sample Type,
Viewing Geometry,
filter,wavelength,solar_illuminated_response,response
L7,432.0,0.7555959826,0.754349063
R1,436.0,0.7568015432,0.7557210453
L6,482.0,0.7926683212,0.7927117747
L5,535.0,0.824191833,0.8242596554
L4,601.0,0.8551367088,0.8551562242
L3,673.0,0.8717229462,0.8717434996
L1,739.0,0.8675180094,0.87453152
L2,753.0,0.8837802568,0.8837968832
R2,754.0,0.8839366912,0.883954261
R3,803.0,0.8907251621,0.8907385201
R4,864.0,0.8964429313,0.8964393746
R5,904.0,0.8995665944,0.8995842918
R6,934.0,0.9016438653,0.9016500219
R7,1009.0,0.9066400016,0.9067799672
filter,wavelength,solar_illuminated_response,response
p0,440.0,0.7589020335,0.7578450413
p5,670.0,0.871192629,0.8712224144
p6,800.0,0.8904042482,0.8904280814
p7,860.0,0.8960768914,0.8960791595
p8,900.0,0.8992479926,0.8992819253
p9,930.0,0.901400814,0.9014175462
p11,965.0,0.9022753621,0.9022833905
p10,1000.0,0.9062167407,0.9063019608
filter,wavelength,solar_illuminated_response,response
coastal_aerosol,443.0,0.7590890359,0.7588121059
blue,482.0,0.7921677155,0.7924130788
green,561.0,0.8372437282,0.8373367919
pan,589.0,0.8456245425,0.8468411815
red,655.0,0.8678115802,0.8678773989
nir,865.0,0.8964340187,0.8964428773
cirrus,1373.0,0.8292968608,0.8292375222
swir1,1609.0,0.6371556767,0.6365614421
swir2,2200.0,0.42982212,0.4298908691
filter,wavelength,solar_illuminated_response,response
filter2_440nm_34mm,445.0,0.7712447378,0.7769246339
bayer_blue,495.0,0.7983189812,0.7991013429
filter1_525nm_34mm,527.0,0.8202751925,0.8211900586
bayer_green,554.0,0.8308931435,0.8317770599
bayer_red,640.0,0.8624113334,0.8629446979
filter4_675nm_34mm,676.0,0.8722819264,0.8723046056
filter3_750nm_34mm,751.0,0.8830953063,0.8832248999
filter3_800nm_100mm,805.0,0.8906898031,0.8908205027
filter5_865nm_34mm,867.0,0.8959396307,0.8962515312
filter4_905nm_100mm,908.0,0.8990651362,0.8994704439
filter5_935nm_100mm,937.0,0.900763606,0.9013301244
filter6_1035nm_34mm,1012.0,0.9071212956,0.9080697482
filter,wavelength,solar_illuminated_response,response
L6,442.0,0.7581376782,0.7565080939
L0B,482.0,0.7869186947,0.7857330079
L5,528.0,0.8197201837,0.8191456698
L0G,544.0,0.8251001159,0.8250568863
L4,605.0,0.8555448112,0.8550025147
L0R,630.0,0.8595417077,0.8597163825
L3,677.0,0.8716377731,0.8709795065
L2,754.0,0.8831710156,0.882852628
L1,800.0,0.8896590228,0.8894283371
R2,866.0,0.8958101813,0.8957761464
R3,910.0,0.8986951453,0.8987270525
R4,939.0,0.8998677295,0.8999930291
R5,978.0,0.8995833582,0.8998937409
R6,1022.0,0.9068385134,0.9075164691
filter,wavelength,solar_illuminated_response,response
bg,501.6761135725,0.7990673644,0.7986856482
red,685.7899115028,0.8683995501,0.8708533782
nir,878.2928523721,0.8963939244,0.8971019564
