Composition,
Database of Origin,Unknown
Date Added,2021-03-20 18:08:49.839676
Formula,
Grain Size,
Locality,
Material Class,
Maximum Reflectance,2976.0
Minimum Reflectance,229.1
Other Information,
References,
Resolution,
Sample Description,
Sample ID,Oxide_Ilmenite_hs231.11099_USGS
Sample Name,Oxide_Ilmenite_hs231.11099_USGS
Sample Type,
Viewing Geometry,
Wavelength,Response
229.1,0.071118
236.1,0.071341
242.1,0.07067
248.1,0.070512
253.6,0.070574
258.6,0.06912
263.6,0.069567
268.6,0.068402
273.1,0.067449
277.1,0.067852
281.1,0.066298
285.1,0.064796
289.1,0.063784
293.1,0.063318
297.1,0.062769
301.1,0.06195
305.1,0.062746
309.1,0.062513
313.1,0.062671
317.1,0.06238
321.1,0.062158
325.1,0.062141
329.1,0.062633
333.1,0.061837
337.1,0.061508
341.1,0.061783
345.1,0.06086
349.1,0.061855
353.1,0.06081
357.1,0.060281
360.6,0.060569
363.6,0.0602
366.6,0.059647
369.6,0.060439
372.6,0.059951
375.6,0.059456
378.6,0.059562
381.1,0.058877
383.1,0.058917
385.1,0.058838
387.1,0.059525
389.1,0.058413
391.1,0.059442
393.1,0.058455
395.1,0.058654
397.1,0.058219
399.1,0.058344
401.1,0.057943
403.1,0.057578
405.1,0.057976
407.1,0.05743
409.1,0.057384
411.1,0.058199
412.8,0.057256
415.8,0.057345
418.8,0.05699
421.8,0.056421
424.8,0.05618
427.8,0.055955
430.8,0.055963
433.8,0.055347
436.8,0.055102
439.8,0.05513
442.8,0.054957
445.8,0.054907
448.8,0.054882
451.3,0.054261
453.3,0.054845
455.3,0.05411
457.3,0.054592
459.3,0.054024
461.3,0.053909
463.3,0.053619
465.3,0.054218
467.3,0.053687
469.3,0.054028
471.3,0.053224
473.3,0.053156
475.3,0.053516
477.3,0.053509
479.3,0.054298
481.3,0.052977
483.3,0.053287
485.3,0.053413
487.3,0.053208
489.3,0.053268
491.3,0.053853
493.3,0.053006
495.3,0.05292
497.3,0.053126
499.3,0.053321
501.3,0.05337
503.3,0.053915
505.3,0.053073
507.3,0.053383
509.3,0.053192
511.3,0.05305
513.3,0.052994
515.3,0.053253
517.3,0.053231
519.3,0.053333
521.3,0.053481
523.3,0.053538
525.3,0.053392
527.3,0.053693
529.3,0.053424
531.3,0.053674
533.3,0.05405
535.3,0.054875
537.3,0.053596
539.3,0.053316
541.3,0.053978
543.3,0.053411
545.3,0.053863
547.3,0.054004
549.3,0.054351
551.3,0.054166
553.3,0.053945
555.3,0.053759
557.3,0.054126
559.3,0.053808
561.3,0.05376
563.3,0.05417
565.3,0.054446
567.3,0.054138
569.3,0.054142
571.3,0.054256
573.3,0.054355
575.3,0.054367
577.3,0.054647
579.3,0.054434
581.3,0.054108
583.3,0.054696
585.3,0.054669
587.3,0.055476
589.3,0.055715
591.3,0.054865
593.3,0.054898
595.3,0.05471
597.3,0.054866
599.3,0.055502
601.1,0.055467
602.7,0.055394
604.3,0.05493
605.9,0.054694
607.5,0.055234
609.1,0.055059
610.7,0.055855
612.3,0.055203
613.9,0.055027
615.5,0.054915
617.1,0.056075
618.7,0.055262
620.3,0.055401
621.9,0.054759
623.5,0.055376
625.1,0.055207
626.7,0.055693
628.3,0.056394
629.9,0.05513
631.7,0.055259
633.7,0.055429
635.7,0.055833
637.7,0.055635
639.7,0.05527
641.7,0.05537
643.7,0.055946
645.7,0.055709
647.7,0.056416
649.7,0.0558
651.7,0.056716
653.7,0.056082
655.7,0.056152
657.7,0.056179
659.7,0.056425
661.7,0.056505
663.7,0.056883
665.7,0.056524
667.7,0.056837
670.2,0.056619
673.2,0.057482
676.2,0.056415
679.2,0.057321
682.2,0.056616
685.2,0.057695
688.2,0.056668
691.2,0.057598
694.2,0.057766
697.2,0.057811
700.2,0.057508
702.0,0.05839
704.0,0.057802
706.0,0.058182
708.0,0.058289
710.0,0.058383
712.0,0.058562
714.0,0.058367
716.0,0.058316
718.0,0.058461
720.0,0.058819
722.0,0.05858
724.0,0.058899
726.0,0.058669
728.0,0.059138
730.0,0.059235
732.0,0.058974
734.0,0.058966
736.0,0.059279
738.0,0.059755
