Composition,
Database of Origin,Unknown
Date Added,2021-03-20 18:08:58.873267
Formula,
Grain Size,
Locality,
Material Class,
Maximum Reflectance,2976.0
Minimum Reflectance,221.1
Other Information,
References,
Resolution,
Sample Description,
Sample ID,Sulfate_Coquimbite_GDS22_USGS
Sample Name,Sulfate_Coquimbite_GDS22_USGS
Sample Type,
Viewing Geometry,
Wavelength,Response
221.1,0.018406
229.1,0.016483
236.1,0.015601
242.1,0.014654
248.1,0.014496
253.6,0.014418
258.6,0.013775
263.6,0.013466
268.6,0.013619
273.1,0.014278
277.1,0.013487
281.1,0.014408
285.1,0.014469
289.1,0.014963
293.1,0.015326
297.1,0.015464
301.1,0.016189
305.1,0.016212
309.1,0.016763
313.1,0.016935
317.1,0.016415
321.1,0.016667
325.1,0.01687
329.1,0.016197
333.1,0.016503
337.1,0.015919
341.1,0.016484
345.1,0.017238
349.1,0.018542
353.1,0.018266
357.1,0.020587
360.6,0.023426
363.6,0.026883
366.6,0.03235
369.6,0.038392
372.6,0.048008
375.6,0.059673
378.6,0.073161
381.1,0.088322
383.1,0.100747
385.1,0.115204
387.1,0.129247
389.1,0.144562
391.1,0.161011
393.1,0.179909
395.1,0.201399
397.1,0.227246
399.1,0.253575
401.1,0.279231
403.1,0.302741
405.1,0.322047
407.1,0.338905
409.1,0.350564
411.1,0.361035
412.8,0.365191
415.8,0.370552
418.8,0.372685
421.8,0.362071
424.8,0.342467
427.8,0.329046
430.8,0.344042
433.8,0.343597
436.8,0.426236
439.8,0.467353
442.8,0.493943
445.8,0.505124
448.8,0.513609
451.3,0.51713
453.3,0.520949
455.3,0.521294
457.3,0.52487
459.3,0.52691
461.3,0.526353
463.3,0.529052
465.3,0.531298
467.3,0.531127
469.3,0.534584
471.3,0.534442
473.3,0.53604
475.3,0.536083
477.3,0.537831
479.3,0.538848
481.3,0.539602
483.3,0.54036
485.3,0.541243
487.3,0.543745
489.3,0.54297
491.3,0.544786
493.3,0.545179
495.3,0.546958
497.3,0.54759
499.3,0.547051
501.3,0.547493
503.3,0.547722
505.3,0.548778
507.3,0.549628
509.3,0.54877
511.3,0.548436
513.3,0.548134
515.3,0.54707
517.3,0.547764
519.3,0.547259
521.3,0.54671
523.3,0.546811
525.3,0.545181
527.3,0.545354
529.3,0.546394
531.3,0.544999
533.3,0.546072
535.3,0.544219
537.3,0.545758
539.3,0.545204
541.3,0.544722
543.3,0.54298
545.3,0.545491
547.3,0.545034
549.3,0.544655
551.3,0.545158
553.3,0.545281
555.3,0.547832
557.3,0.547152
559.3,0.547458
561.3,0.548717
563.3,0.549146
565.3,0.550197
567.3,0.551002
569.3,0.553008
571.3,0.55353
573.3,0.555876
575.3,0.557313
577.3,0.558654
579.3,0.561163
581.3,0.563049
583.3,0.564932
585.3,0.567108
587.3,0.568789
589.3,0.572468
591.3,0.573776
593.3,0.575121
595.3,0.577142
597.3,0.578834
599.3,0.58116
601.1,0.58333
602.7,0.586771
604.3,0.587433
605.9,0.590031
607.5,0.591428
609.1,0.594115
610.7,0.593915
612.3,0.597712
613.9,0.598805
615.5,0.602231
617.1,0.602724
618.7,0.606501
620.3,0.606781
621.9,0.610144
623.5,0.611717
625.1,0.613769
626.7,0.613704
628.3,0.617514
629.9,0.620868
631.7,0.623221
633.7,0.623133
635.7,0.626712
637.7,0.628946
639.7,0.628941
641.7,0.630896
643.7,0.63462
645.7,0.635414
647.7,0.636829
649.7,0.636798
651.7,0.639054
653.7,0.639719
655.7,0.640664
657.7,0.641847
659.7,0.640805
661.7,0.640926
663.7,0.641629
665.7,0.642839
667.7,0.643755
670.2,0.642996
673.2,0.643158
676.2,0.642568
679.2,0.642118
682.2,0.641496
685.2,0.641449
688.2,0.640366
691.2,0.638229
694.2,0.637743
697.2,0.63535
700.2,0.636706
702.0,0.634659
704.0,0.633067
706.0,0.631525
708.0,0.631704
710.0,0.629724
712.0,0.628888
714.0,0.627666
716.0,0.626248
718.0,0.625001
720.0,0.622293
722.0,0.621938
724.0,0.62141
726.0,0.618548
728.0,0.619871
730.0,0.617989
732.0,0.617469
734.0,0.616144
736.0,0.615678
738.0,0.614311
740.0,0.612643
742.0,0.611876
744.0,0.611618
746.0,0.609395
748.0,0.610227
750.5,0.610023
753.5,0.608949
756.5,0.606683
759.5,0.607432
762.5,0.605827
765.5,0.606829
768.5,0.606157
771.5,0.608122
774.5,0.60901
777.5,0.607646
781.0,0.608763
785.0,0.609131
789.0,0.611555
793.0,0.613826
797.0,0.614807
801.5,0.616939
806.5,0.621315
811.5,0.622817
816.5,0.628417
822.0,0.633036
828.0,0.636415
835.0,0.641779
843.0,0.648539
851.0,0.658763
859.0,0.669253
871.0,0.678912
883.0,0.688715
894.0,0.695566
904.0,0.703215
914.0,0.706347
924.0,0.712039
933.0,0.716476
941.0,0.720045
949.0,0.720182
957.0,0.719935
964.0,0.726964
970.0,0.727666
976.0,0.730842
982.0,0.729414
988.0,0.732114
994.0,0.730828
1000.0,0.733269
1006.0,0.730867
1012.0,0.732181
1018.0,0.731389
1023.5,0.732688
1028.5,0.735901
1033.5,0.734409
1038.5,0.735399
1043.5,0.737872
1048.5,0.738823
1053.5,0.740193
1058.5,0.738708
1063.5,0.741988
1068.5,0.741433
1073.5,0.742111
1078.5,0.744168
1083.5,0.74441
1088.5,0.744763
1093.5,0.745745
1098.5,0.744581
1103.5,0.744059
1108.5,0.746998
1113.5,0.745814
1118.5,0.746619
1123.5,0.745582
1128.5,0.746745
1133.5,0.747157
1138.5,0.74672
1143.5,0.746298
1148.5,0.744236
1153.5,0.744157
1158.5,0.741437
1163.5,0.741333
1168.5,0.742569
1173.5,0.741027
1178.5,0.736117
1183.5,0.737286
1188.5,0.737193
1193.5,0.73508
1198.5,0.72939
1203.5,0.726816
1208.5,0.72461
1213.5,0.721701
1218.5,0.723048
1223.5,0.719345
1228.5,0.719521
1233.5,0.717271
1238.5,0.71476
1243.5,0.714945
1248.5,0.713886
1253.5,0.712748
1258.5,0.712812
1263.5,0.71052
1268.5,0.710951
1273.5,0.711326
1278.5,0.710536
1283.5,0.710214
1288.5,0.708156
1293.5,0.706989
1298.5,0.70319
1303.5,0.702628
1308.5,0.700066
1313.5,0.701247
1318.5,0.696836
1323.5,0.695122
1328.5,0.691453
1333.5,0.687516
1338.5,0.684862
1343.5,0.683551
1348.5,0.677543
1353.5,0.674808
1358.5,0.672149
1363.5,0.670001
1368.5,0.665422
1373.5,0.662854
1378.5,0.660646
1383.5,0.65472
1388.5,0.652141
1393.5,0.645092
1398.5,0.635872
1403.5,0.619901
1408.5,0.604795
1413.5,0.599978
1418.5,0.606034
1423.5,0.605222
1428.5,0.597825
1433.5,0.587181
1438.5,0.569649
1443.5,0.553677
1448.5,0.535312
1453.5,0.514673
