Composition,
Database of Origin,Unknown
Date Added,2021-03-20 18:08:59.308123
Formula,
Grain Size,
Locality,
Material Class,
Maximum Reflectance,2500.0
Minimum Reflectance,400.0
Other Information,
References,
Resolution,
Sample Description,
Sample ID,Chloride_Carnallite_NMNH98011_Crowley
Sample Name,Chloride_Carnallite_NMNH98011_Crowley
Sample Type,
Viewing Geometry,
Wavelength,Response
400.0,0.113398
402.0,0.113664
404.0,0.113925
406.0,0.114157
408.0,0.114376
410.0,0.114644
412.0,0.114836
414.0,0.115059
416.0,0.115393
418.0,0.115664
420.0,0.115949
422.0,0.116319
424.0,0.116583
426.0,0.116881
428.0,0.117229
430.0,0.11754
432.0,0.117922
434.0,0.118369
436.0,0.118822
438.0,0.119228
440.0,0.119693
442.0,0.120153
444.0,0.120622
446.0,0.121125
448.0,0.12165
450.0,0.12217
452.0,0.122685
454.0,0.123226
456.0,0.123649
458.0,0.12406
460.0,0.124445
462.0,0.124888
464.0,0.125236
466.0,0.125612
468.0,0.12595
470.0,0.126303
472.0,0.126638
474.0,0.126866
476.0,0.127302
478.0,0.127576
480.0,0.127867
482.0,0.128135
484.0,0.1285
486.0,0.128911
488.0,0.129384
490.0,0.12993
492.0,0.130497
494.0,0.130999
496.0,0.131574
498.0,0.132116
500.0,0.132564
502.0,0.133083
504.0,0.133519
506.0,0.133966
508.0,0.13443
510.0,0.134869
512.0,0.135241
514.0,0.135626
516.0,0.136094
518.0,0.136536
520.0,0.136961
522.0,0.137438
524.0,0.137957
526.0,0.138522
528.0,0.139106
530.0,0.139735
532.0,0.140442
534.0,0.141172
536.0,0.142055
538.0,0.14296
540.0,0.14392
542.0,0.145052
544.0,0.146323
546.0,0.147729
548.0,0.14923
550.0,0.150939
552.0,0.152848
554.0,0.154833
556.0,0.157157
558.0,0.159632
560.0,0.162283
562.0,0.165102
564.0,0.16833
566.0,0.171671
568.0,0.175194
570.0,0.178819
572.0,0.182547
574.0,0.186595
576.0,0.190659
578.0,0.19461
580.0,0.198786
582.0,0.202838
584.0,0.206814
586.0,0.210724
588.0,0.214676
590.0,0.218333
592.0,0.221978
594.0,0.225292
596.0,0.228327
598.0,0.231272
600.0,0.234176
602.0,0.236783
604.0,0.23906
606.0,0.241233
608.0,0.243209
610.0,0.245023
612.0,0.246576
614.0,0.24805
616.0,0.249555
618.0,0.250757
620.0,0.251823
622.0,0.253076
624.0,0.253894
626.0,0.254877
628.0,0.255757
630.0,0.256646
632.0,0.257549
634.0,0.258297
636.0,0.259105
638.0,0.259703
640.0,0.260512
642.0,0.261387
644.0,0.262074
646.0,0.262797
648.0,0.263596
650.0,0.264232
652.0,0.265106
654.0,0.265892
656.0,0.266728
658.0,0.267603
660.0,0.268412
662.0,0.269406
664.0,0.270181
666.0,0.270932
668.0,0.271938
670.0,0.273027
672.0,0.274012
674.0,0.274914
676.0,0.276014
678.0,0.276893
680.0,0.277999
682.0,0.279031
684.0,0.279976
686.0,0.281056
688.0,0.282171
690.0,0.283513
692.0,0.284529
694.0,0.285607
696.0,0.286845
698.0,0.287919
700.0,0.289011
702.0,0.290078
704.0,0.291134
706.0,0.292152
708.0,0.293408
710.0,0.294415
712.0,0.295527
714.0,0.296484
716.0,0.297452
718.0,0.298322
720.0,0.299249
722.0,0.300266
724.0,0.30122
726.0,0.301797
728.0,0.302518
730.0,0.303088
732.0,0.303876
734.0,0.304456
736.0,0.30499
738.0,0.30536
740.0,0.305788
742.0,0.306217
744.0,0.306511
746.0,0.306748
748.0,0.306977
750.0,0.307007
752.0,0.307287
754.0,0.307394
756.0,0.307285
758.0,0.307302
760.0,0.307147
762.0,0.307091
764.0,0.307155
766.0,0.30692
768.0,0.306658
770.0,0.306393
772.0,0.305925
774.0,0.305531
776.0,0.305445
778.0,0.305215
780.0,0.304844
782.0,0.30451
784.0,0.304228
786.0,0.303735
788.0,0.303417
790.0,0.303337
792.0,0.302975
794.0,0.302472
796.0,0.302012
798.0,0.301747
800.0,0.301453
802.0,0.30113
804.0,0.300577
806.0,0.300214
808.0,0.3
810.0,0.299504
812.0,0.298981
814.0,0.298742
816.0,0.298555
818.0,0.29831
820.0,0.297957
822.0,0.297545
824.0,0.297411
826.0,0.297008
828.0,0.296884
830.0,0.296643
832.0,0.296367
834.0,0.296359
836.0,0.296036
838.0,0.295788
840.0,0.295825
842.0,0.295655
844.0,0.295302
846.0,0.295171
848.0,0.295402
850.0,0.295273
852.0,0.294968
854.0,0.294963
856.0,0.295291
858.0,0.297818
860.0,0.300171
862.0,0.301834
864.0,0.305391
866.0,0.299591
868.0,0.302635
870.0,0.308986
872.0,0.304433
874.0,0.302866
876.0,0.303235
878.0,0.303322
880.0,0.300252
882.0,0.302996
884.0,0.305754
886.0,0.303538
888.0,0.306748
890.0,0.307272
892.0,0.307874
894.0,0.305131
896.0,0.306158
898.0,0.30844
900.0,0.306744
902.0,0.308154
904.0,0.307997
906.0,0.30857
908.0,0.310914
910.0,0.310984
912.0,0.309816
914.0,0.311499
916.0,0.31292
918.0,0.313685
