Composition,
Database of Origin,Unknown
Date Added,2021-03-20 18:08:53.284753
Formula,
Grain Size,
Locality,
Material Class,
Maximum Reflectance,2600.0
Minimum Reflectance,300.0
Other Information,
References,
Resolution,
Sample Description,
Sample ID,Pyx_Diopside_PYX036_En43.3_Fs13.4_Wo43.3_45-90microns_RELAB
Sample Name,Pyx_Diopside_PYX036_En43.3_Fs13.4_Wo43.3_45-90microns_RELAB
Sample Type,
Viewing Geometry,
filter,wavelength,solar_illuminated_response,response
L7,432.0,0.0629617345,0.0626799878
R1,436.0,0.0633026196,0.0630711003
L6,482.0,0.0771866548,0.0772127809
L5,535.0,0.0981965765,0.0982289791
L4,601.0,0.1087453441,0.108745815
L3,673.0,0.10918045,0.1091831974
L1,739.0,0.1081162107,0.109359653
L2,753.0,0.1106147527,0.1106218806
R2,754.0,0.1106755891,0.1106833761
R3,803.0,0.1197031706,0.1197347397
R4,864.0,0.1329574264,0.1329596586
R5,904.0,0.1195483983,0.1194183521
R6,934.0,0.1023052726,0.1022346519
R7,1009.0,0.0765228266,0.0764750905
filter,wavelength,solar_illuminated_response,response
p0,440.0,0.0641436427,0.0639108405
p5,670.0,0.1091109008,0.1091144452
p6,800.0,0.1191480552,0.1191984813
p7,860.0,0.1328726703,0.1328833827
p8,900.0,0.1213728384,0.1211505151
p9,930.0,0.104165037,0.1039980578
p11,965.0,0.0864869773,0.0863016964
p10,1000.0,0.0765021572,0.0764348514
filter,wavelength,solar_illuminated_response,response
coastal_aerosol,443.0,0.0632785868,0.0640725903
blue,482.0,0.0777066203,0.0775183458
green,561.0,0.1035412681,0.1037694616
pan,589.0,0.1045056383,0.1045260793
red,655.0,0.1094723658,0.1089545636
nir,865.0,0.1318006991,0.1327576821
cirrus,1373.0,0.2666726888,0.267025268
swir1,1609.0,0.3705008749,0.3720718867
swir2,2200.0,0.2395110692,0.2381969253
filter,wavelength,solar_illuminated_response,response
filter2_440nm_34mm,445.0,0.068463929,0.0698726871
bayer_blue,495.0,0.0814941727,0.0817264234
filter1_525nm_34mm,527.0,0.0957438452,0.095649414
bayer_green,554.0,0.0997021958,0.0999147086
bayer_red,640.0,0.1084880273,0.1085587041
filter4_675nm_34mm,676.0,0.1092179859,0.1092205459
filter3_750nm_34mm,751.0,0.110344553,0.1103479373
filter3_800nm_100mm,805.0,0.1202917182,0.1203471061
filter5_865nm_34mm,867.0,0.1322856134,0.1323946229
filter4_905nm_100mm,908.0,0.1167621579,0.1167974415
filter5_935nm_100mm,937.0,0.0994688336,0.0994479537
filter6_1035nm_34mm,1012.0,0.076731149,0.0766409074
filter,wavelength,solar_illuminated_response,response
L6,442.0,0.0640112589,0.0638474275
L0B,482.0,0.0762409804,0.0760574855
L5,528.0,0.095997462,0.0959205841
L0G,544.0,0.0970500763,0.0972664822
L4,605.0,0.1087277711,0.1086716072
L0R,630.0,0.1076621107,0.1077723717
L3,677.0,0.1091273466,0.1090672501
L2,754.0,0.1105562792,0.1105356078
L1,800.0,0.1192082229,0.1192281286
R2,866.0,0.1326781138,0.1327100565
R3,910.0,0.1160852985,0.1160135047
R4,939.0,0.0984501191,0.098403553
R5,978.0,0.0807718489,0.0807531951
R6,1022.0,0.0761122282,0.0762421378
filter,wavelength,solar_illuminated_response,response
bg,501.6761135725,0.0836005313,0.0834953977
red,685.7899115028,0.1102077815,0.1108246101
nir,878.2928523721,0.1181680229,0.1163728246
