Composition,
Database of Origin,Unknown
Date Added,2021-03-20 18:08:54.419317
Formula,
Grain Size,
Locality,
Material Class,
Maximum Reflectance,3000.08
Minimum Reflectance,300.0
Other Information,
References,
Resolution,
Sample Description,
Sample ID,Sulfate_Ferricopiapite_lasf39a_RELAB
Sample Name,Sulfate_Ferricopiapite_lasf39a_RELAB
Sample Type,
Viewing Geometry,
filter,wavelength,solar_illuminated_response,response
L7,432.0,0.1718128692,0.1669789635
R1,436.0,0.1735344012,0.1687881711
L6,482.0,0.3937052501,0.3940432977
L5,535.0,0.5457075858,0.5459373051
L4,601.0,0.6555993414,0.6556477911
L3,673.0,0.7164679964,0.7165313932
L1,739.0,0.6145831055,0.6139722547
L2,753.0,0.6615095265,0.6613432374
R2,754.0,0.6599612897,0.6597862498
R3,803.0,0.5881733247,0.5880385335
R4,864.0,0.5381180222,0.538115969
R5,904.0,0.5417070467,0.5418405148
R6,934.0,0.5646363606,0.5647524355
R7,1009.0,0.6532989984,0.6544567919
filter,wavelength,solar_illuminated_response,response
p0,440.0,0.1776985935,0.1720474453
p5,670.0,0.7142965345,0.7143890963
p6,800.0,0.5909432584,0.5907152108
p7,860.0,0.5395258227,0.5394781049
p8,900.0,0.5409128431,0.5411009691
p9,930.0,0.5621395223,0.5623982503
p11,965.0,0.6002301676,0.6007874464
p10,1000.0,0.6472568987,0.6479016019
filter,wavelength,solar_illuminated_response,response
coastal_aerosol,443.0,0.1635727656,0.1634393541
blue,482.0,0.387421243,0.3872746777
green,561.0,0.5928302287,0.5943407712
pan,589.0,0.6247528302,0.6274269523
red,655.0,0.7055826879,0.7024689002
nir,865.0,0.534312871,0.5381725786
cirrus,1373.0,0.7732138783,0.7740974573
swir1,1609.0,0.5749808467,0.5765659666
swir2,2200.0,0.4248167891,0.4247182301
filter,wavelength,solar_illuminated_response,response
filter2_440nm_34mm,445.0,0.2202328787,0.2386509598
bayer_blue,495.0,0.4126056796,0.4148792101
filter1_525nm_34mm,527.0,0.5303950162,0.5313626685
bayer_green,554.0,0.5681615308,0.5710469509
bayer_red,640.0,0.6818831132,0.6838298421
filter4_675nm_34mm,676.0,0.7180192635,0.7180755281
filter3_750nm_34mm,751.0,0.6626601184,0.662744903
filter3_800nm_100mm,805.0,0.5845157762,0.5845764287
filter5_865nm_34mm,867.0,0.5370381175,0.537395606
filter4_905nm_100mm,908.0,0.5437946869,0.5442395518
filter5_935nm_100mm,937.0,0.5686458548,0.5691780871
filter6_1035nm_34mm,1012.0,0.6673547983,0.6705718233
filter,wavelength,solar_illuminated_response,response
L6,442.0,0.1633000104,0.1582926288
L0B,482.0,0.3490223717,0.3449427874
L5,528.0,0.5313988976,0.530842588
L0G,544.0,0.5451046902,0.5469163311
L4,605.0,0.6571023342,0.6566797066
L0R,630.0,0.6718196395,0.6740775294
L3,677.0,0.7171689909,0.7166509032
L2,754.0,0.658654795,0.658313501
L1,800.0,0.5884930084,0.5882736495
R2,866.0,0.5370921354,0.5371047836
R3,910.0,0.5441818959,0.5443264719
R4,939.0,0.5690870702,0.5694470023
R5,978.0,0.6145872575,0.6152698629
R6,1022.0,0.6735274587,0.6760361169
filter,wavelength,solar_illuminated_response,response
bg,501.6761135725,0.413534629,0.4102082027
red,685.7899115028,0.6637429464,0.6621544412
nir,878.2928523721,0.567533483,0.5690587286
